Year,Brand,Count,Percentage
2018,Apple,10362568,0.14377083589170284
2018,Huawei,5257306,0.07123528327153851
2018,Lenovo,6988635,0.09744672427082099
2018,Motorola,9312187,0.1288041701436984
2018,OnePlus,8326984,0.11646051895390767
2018,Oppo,29583622,0.40013912322003276
2018,Others,32686871,0.45260027630530614
2018,Realme,14502925,0.19883876112246088
2018,Samsung,59521083,0.8139823306942877
2018,Vivo,40345114,0.5424885594471992
2018,Xiaomi,75911890,1.034233416679045
