State,Year,Transaction_Name,Transaction_count,Transaction_amount
Karnataka,2018,Recharge & bill payments,33277595,10982876235.503712
Karnataka,2019,Financial Services,725734,204235682.84661153
Karnataka,2019,Merchant payments,260309779,71393895689.68906
Karnataka,2019,Others,4837827,2554211979.01885
Karnataka,2019,Peer-to-peer payments,255178839,680755332450.5261
Karnataka,2019,Recharge & bill payments,89467021,36354594455.18169
Karnataka,2020,Financial Services,791888,1142890416.6716738
Karnataka,2020,Merchant payments,573140187,236755404162.94058
Karnataka,2020,Others,2989866,1527473649.1180873
Karnataka,2020,Peer-to-peer payments,469209841,1492175841626.1462
Karnataka,2020,Recharge & bill payments,170021335,71682536426.35924
Karnataka,2021,Financial Services,1254943,2015041104.8539608
Karnataka,2021,Merchant payments,1418651855,676902068976.1638
Karnataka,2021,Others,3776163,2543389679.6740184
Karnataka,2021,Peer-to-peer payments,1045929653,3294062966216.278
Karnataka,2021,Recharge & bill payments,269855901,126065106172.93561
Karnataka,2022,Financial Services,1524717,2378538404.212503
Karnataka,2022,Merchant payments,2858605624,1350376221608.4736
Karnataka,2022,Others,3663355,2794380519.5063457
Karnataka,2022,Peer-to-peer payments,1703341932,5451221318554.498
Karnataka,2022,Recharge & bill payments,336840438,197459998797.09274
Karnataka,2023,Financial Services,1786553,2816982126.0
Karnataka,2023,Merchant payments,3915434871,1650392147218.0
Karnataka,2023,Others,2550850,2346069036.0
Karnataka,2023,Peer-to-peer payments,1985807225,6307853524939.0
Karnataka,2023,Recharge & bill payments,376247518,270298497415.0
Kerala,2018,Financial Services,193640,36547381.3595327
Kerala,2018,Merchant payments,831469,766983653.3437788
Kerala,2018,Others,244595,176880209.02538866
Kerala,2018,Peer-to-peer payments,4947715,17326532326.229843
Kerala,2018,Recharge & bill payments,5307128,1053040987.2724518
Kerala,2019,Financial Services,263379,33358727.005329728
Kerala,2019,Merchant payments,5403294,3089758297.411873
Kerala,2019,Others,288777,201564534.7799509
Kerala,2019,Peer-to-peer payments,17161666,53916548412.98403
Kerala,2019,Recharge & bill payments,12420482,3606309083.7232704
Kerala,2020,Financial Services,246514,196112795.70461476
Kerala,2020,Merchant payments,22429210,15598693191.874578
Kerala,2020,Others,305753,168130524.00848943
Kerala,2020,Peer-to-peer payments,33769207,123206099497.88773
Kerala,2020,Recharge & bill payments,30317672,10095534599.02462
Kerala,2021,Financial Services,350804,387725168.7169748
Kerala,2021,Merchant payments,96218237,63788746395.29079
Kerala,2021,Others,693113,401304639.98828304
Kerala,2021,Peer-to-peer payments,85689470,284862429359.08826
Kerala,2021,Recharge & bill payments,51407758,19075869751.460114
Kerala,2022,Financial Services,555713,646531884.0476027
Kerala,2022,Merchant payments,243140077,141541028877.5931
Kerala,2022,Others,753834,513232141.1273693
Kerala,2022,Peer-to-peer payments,149966086,458415717191.5013
Kerala,2022,Recharge & bill payments,59553949,29388989834.688354
Kerala,2023,Financial Services,509568,637669140.0
Kerala,2023,Merchant payments,275751140,147986402173.0
Kerala,2023,Others,416316,375334546.0
Kerala,2023,Peer-to-peer payments,145914191,438370021148.0
Kerala,2023,Recharge & bill payments,51859618,34396946984.0
Ladakh,2018,Financial Services,509,565529.6605349412
Ladakh,2018,Merchant payments,4093,9229939.99341667
Ladakh,2018,Others,1670,1858862.7827738756
Ladakh,2018,Peer-to-peer payments,33491,254103917.28284255
Ladakh,2018,Recharge & bill payments,41411,13723330.226771703
Ladakh,2019,Financial Services,294,537012.0534922713
Ladakh,2019,Merchant payments,24943,29507618.738857523
Ladakh,2019,Others,2882,4358935.301399827
Ladakh,2019,Peer-to-peer payments,141571,981662908.3041122
Ladakh,2019,Recharge & bill payments,122329,51867840.77062419
Ladakh,2020,Financial Services,1891,5669150.481751032
Ladakh,2020,Merchant payments,150125,151067611.52221966
Ladakh,2020,Others,3674,5033710.141668942
Ladakh,2020,Peer-to-peer payments,379937,2547449845.118071
Ladakh,2020,Recharge & bill payments,296158,139663329.40021074
Ladakh,2021,Financial Services,3196,8192112.787214452
Ladakh,2021,Merchant payments,455171,712633505.9520029
Ladakh,2021,Others,7547,9221116.260446576
Ladakh,2021,Peer-to-peer payments,1019751,5850783826.904481
Ladakh,2021,Recharge & bill payments,410640,197368229.52790934
Ladakh,2022,Financial Services,5635,7525469.971863554
Ladakh,2022,Merchant payments,1262724,1801456468.8334215
Ladakh,2022,Others,8349,7617913.425782727
Ladakh,2022,Peer-to-peer payments,2171066,9932643827.043388
Ladakh,2022,Recharge & bill payments,574544,318792340.6168754
Ladakh,2023,Financial Services,7074,22709221.0
Ladakh,2023,Merchant payments,3112677,3099810810.0
Ladakh,2023,Others,10193,7708497.0
Ladakh,2023,Peer-to-peer payments,4058555,15567312937.0
Ladakh,2023,Recharge & bill payments,943928,593155962.0
Lakshadweep,2018,Financial Services,12,9524.30645555099
Lakshadweep,2018,Merchant payments,278,421285.5174732768
Lakshadweep,2018,Others,53,36362.112086933324
Lakshadweep,2018,Peer-to-peer payments,3268,15384680.53413307
Lakshadweep,2018,Recharge & bill payments,2644,1066814.2603381295
Lakshadweep,2019,Financial Services,2,34.39721181625656
Lakshadweep,2019,Merchant payments,549,800351.9903914238
Lakshadweep,2019,Others,66,107310.6673720835
Lakshadweep,2019,Peer-to-peer payments,5709,36130821.59594406
Lakshadweep,2019,Recharge & bill payments,5950,1911810.8341008148
Lakshadweep,2020,Financial Services,109,218019.860709127
Lakshadweep,2020,Merchant payments,3430,3258286.296456473
Lakshadweep,2020,Others,76,194493.34408130363
Lakshadweep,2020,Peer-to-peer payments,11931,73655447.31515576
Lakshadweep,2020,Recharge & bill payments,17064,4537195.069783164
Lakshadweep,2021,Financial Services,123,188203.00945384835
Lakshadweep,2021,Merchant payments,8602,9387151.860507548
Lakshadweep,2021,Others,184,383638.02152691444
Lakshadweep,2021,Peer-to-peer payments,20852,127658908.89246449
Lakshadweep,2021,Recharge & bill payments,19548,6609694.0152290445
Lakshadweep,2022,Financial Services,197,215484.96018256314
Lakshadweep,2022,Merchant payments,13611,19454207.067187473
Lakshadweep,2022,Others,225,401241.0588048104
Lakshadweep,2022,Peer-to-peer payments,32623,184521982.4449033
Lakshadweep,2022,Recharge & bill payments,19698,8670002.345194088
Lakshadweep,2023,Financial Services,274,225430.0
Lakshadweep,2023,Merchant payments,30549,32601346.0
Lakshadweep,2023,Others,159,221377.0
Lakshadweep,2023,Peer-to-peer payments,52062,231133686.0
Lakshadweep,2023,Recharge & bill payments,25151,13654621.0
Madhya Pradesh,2018,Financial Services,1209052,186722322.58275825
Madhya Pradesh,2018,Merchant payments,3434950,2011068450.4014316
Madhya Pradesh,2018,Others,1169111,925547899.3230466
Madhya Pradesh,2018,Peer-to-peer payments,28562746,74701428944.49432
Madhya Pradesh,2018,Recharge & bill payments,22735488,4836267130.963397
Madhya Pradesh,2019,Financial Services,759972,97445060.33903933
Madhya Pradesh,2019,Merchant payments,46961538,16386472012.513939
Madhya Pradesh,2019,Others,1625959,1022715919.3817667
Madhya Pradesh,2019,Peer-to-peer payments,99291769,265585626841.9934
Madhya Pradesh,2019,Recharge & bill payments,51250224,15676834350.479092
Madhya Pradesh,2020,Financial Services,430300,348280893.98676246
Madhya Pradesh,2020,Merchant payments,127891072,78501316760.69801
Madhya Pradesh,2020,Others,1370613,685002849.3995727
Madhya Pradesh,2020,Peer-to-peer payments,188245411,649073872360.6924
Madhya Pradesh,2020,Recharge & bill payments,100002345,36027643617.38943
Madhya Pradesh,2021,Financial Services,780483,766006373.4218911
Madhya Pradesh,2021,Merchant payments,497553323,321284404976.9558
Madhya Pradesh,2021,Others,2711205,1569666429.167474
Madhya Pradesh,2021,Peer-to-peer payments,470741987,1534905167624.7383
Madhya Pradesh,2021,Recharge & bill payments,169277598,71809573269.67242
Madhya Pradesh,2022,Financial Services,908204,889157756.1830016
Madhya Pradesh,2022,Merchant payments,1409413044,802741149797.9575
Madhya Pradesh,2022,Others,3158627,1840808678.5197399
Madhya Pradesh,2022,Peer-to-peer payments,979583273,3006287821531.144
Madhya Pradesh,2022,Recharge & bill payments,254627566,138839290962.41684
Madhya Pradesh,2023,Financial Services,794402,934653123.0
Madhya Pradesh,2023,Merchant payments,1451637407,701100472779.0
Madhya Pradesh,2023,Others,1723755,1114258034.0
Madhya Pradesh,2023,Peer-to-peer payments,890860154,2655266697013.0
Madhya Pradesh,2023,Recharge & bill payments,216400905,143873466709.0
Maharashtra,2018,Financial Services,1057645,276237682.0324411
Maharashtra,2018,Merchant payments,10768014,7490502337.918045
Maharashtra,2018,Others,2683769,2156693575.920906
Maharashtra,2018,Peer-to-peer payments,47294838,163507272733.49292
Maharashtra,2018,Recharge & bill payments,54497269,16417718950.562439
Maharashtra,2019,Financial Services,831631,198510693.53230593
Maharashtra,2019,Merchant payments,174734703,59656760068.18248
Maharashtra,2019,Others,5013185,2820743072.4989057
Maharashtra,2019,Peer-to-peer payments,216694603,620930982601.8174
Maharashtra,2019,Recharge & bill payments,128951001,53720100116.8696
Maharashtra,2020,Financial Services,1053799,1055166552.069026
Maharashtra,2020,Merchant payments,439957003,232035055614.7418
Maharashtra,2020,Others,3419631,1760566607.6594267
Maharashtra,2020,Peer-to-peer payments,421541394,1339777980925.567
Maharashtra,2020,Recharge & bill payments,233694943,104188554022.21234
Maharashtra,2021,Financial Services,1998714,2315882823.6832786
Maharashtra,2021,Merchant payments,1430640763,802571776155.5853
Maharashtra,2021,Others,5457454,3392631156.420544
Maharashtra,2021,Peer-to-peer payments,1074390726,3319796304053.1064
Maharashtra,2021,Recharge & bill payments,382594631,191541591884.10052
Maharashtra,2022,Financial Services,2214881,2507794343.588512
Maharashtra,2022,Merchant payments,3359523712,1703621383931.121
Maharashtra,2022,Others,5752356,3761102433.9833937
Maharashtra,2022,Peer-to-peer payments,1900871599,5833276008381.8955
Maharashtra,2022,Recharge & bill payments,483841692,302555394058.11206
Maharashtra,2023,Financial Services,2189587,2672673727.0
Maharashtra,2023,Merchant payments,3867326330,1693857669758.0
Maharashtra,2023,Others,3511934,2655768476.0
Maharashtra,2023,Peer-to-peer payments,1881823925,5682653684971.0
Maharashtra,2023,Recharge & bill payments,447813158,338622899836.0
Manipur,2018,Financial Services,12681,2294887.6864983067
Manipur,2018,Merchant payments,26384,38849622.73018656
Manipur,2018,Others,12237,10879793.332488485
Manipur,2018,Peer-to-peer payments,286823,1267430909.494223
Manipur,2018,Recharge & bill payments,323033,50815486.10644093
Manipur,2019,Financial Services,2093,875239.7424555831
Manipur,2019,Merchant payments,74011,81553839.41583148
Manipur,2019,Others,8277,11891524.838557852
Manipur,2019,Peer-to-peer payments,604112,3226299814.9629917
Manipur,2019,Recharge & bill payments,628693,126517268.26531374
Manipur,2020,Financial Services,5982,5853194.124893136
Manipur,2020,Merchant payments,629880,683776618.378547
Manipur,2020,Others,24276,16306876.653794289
Manipur,2020,Peer-to-peer payments,2652578,14912120073.677639
Manipur,2020,Recharge & bill payments,1637173,397670510.176841
Manipur,2021,Financial Services,15694,20208049.963800587
Manipur,2021,Merchant payments,2637706,3083617218.169346
Manipur,2021,Others,50588,34266914.85414238
Manipur,2021,Peer-to-peer payments,6510043,33577840683.509842
Manipur,2021,Recharge & bill payments,4804614,1309515677.495441
Manipur,2022,Financial Services,18162,21237517.45437851
Manipur,2022,Merchant payments,6615477,7332594539.79002
Manipur,2022,Others,51565,29764193.103708316
Manipur,2022,Peer-to-peer payments,11747963,50935314855.82869
Manipur,2022,Recharge & bill payments,5767556,1755887572.9875326
Manipur,2023,Financial Services,7668,8160975.0
Manipur,2023,Merchant payments,1654801,2071161182.0
Manipur,2023,Others,7312,4956802.0
Manipur,2023,Peer-to-peer payments,2967132,14100002456.0
Manipur,2023,Recharge & bill payments,1093219,473445931.0
Meghalaya,2018,Financial Services,2635,1468516.364796113
Meghalaya,2018,Merchant payments,26104,25952579.75870453
Meghalaya,2018,Others,9090,8768320.700944895
Meghalaya,2018,Peer-to-peer payments,132952,646485985.9418246
Meghalaya,2018,Recharge & bill payments,218069,48018865.404530086
Meghalaya,2019,Financial Services,1922,877840.4027749151
Meghalaya,2019,Merchant payments,94292,78704238.63254616
Meghalaya,2019,Others,10679,11696895.099571534
Meghalaya,2019,Peer-to-peer payments,468003,2022561167.3969593
Meghalaya,2019,Recharge & bill payments,538662,132783383.67261416
Meghalaya,2020,Financial Services,5055,10171886.930487096
Meghalaya,2020,Merchant payments,270325,275754172.4878824
Meghalaya,2020,Others,13527,11196438.959184203
Meghalaya,2020,Peer-to-peer payments,898992,4657355238.0844
Meghalaya,2020,Recharge & bill payments,1301366,360693832.366262
Meghalaya,2021,Financial Services,7088,11131789.939609712
Meghalaya,2021,Merchant payments,770083,1034418331.9518806
Meghalaya,2021,Others,19290,15570824.0670161
Meghalaya,2021,Peer-to-peer payments,1836371,9261006216.06058
Meghalaya,2021,Recharge & bill payments,1562332,544771222.5754745
Meghalaya,2022,Financial Services,11062,12096471.460528484
Meghalaya,2022,Merchant payments,3817752,4127332210.495819
Meghalaya,2022,Others,27790,19309752.37655382
Meghalaya,2022,Peer-to-peer payments,5731438,23383401282.69908
Meghalaya,2022,Recharge & bill payments,2422970,1001531989.654912
Meghalaya,2023,Financial Services,12775,13720517.0
Meghalaya,2023,Merchant payments,5133969,5046802450.0
Meghalaya,2023,Others,19296,13734618.0
Meghalaya,2023,Peer-to-peer payments,7546866,26387994066.0
Meghalaya,2023,Recharge & bill payments,2558853,1113728530.0
Mizoram,2018,Financial Services,812,205507.6948254834
Mizoram,2018,Merchant payments,7935,13298834.551532442
Mizoram,2018,Others,2527,3318298.0376052135
Mizoram,2018,Peer-to-peer payments,63048,404059467.5713095
Mizoram,2018,Recharge & bill payments,65848,14881108.333172498
Mizoram,2019,Financial Services,407,141919.42187371716
Mizoram,2019,Merchant payments,22129,29208413.053806107
Mizoram,2019,Others,2716,3044757.400473204
Mizoram,2019,Peer-to-peer payments,172244,1036858159.1366599
Mizoram,2019,Recharge & bill payments,171814,44407605.10543451
Mizoram,2020,Financial Services,1505,2398880.6999889826
Mizoram,2020,Merchant payments,80627,107820327.05832174
Mizoram,2020,Others,3010,3146280.9265926173
Mizoram,2020,Peer-to-peer payments,358619,2282183489.737384
Mizoram,2020,Recharge & bill payments,485620,148188325.56822664
Mizoram,2021,Financial Services,2476,5050482.166016234
Mizoram,2021,Merchant payments,275206,407699355.9742634
Mizoram,2021,Others,5055,4668613.144541209
Mizoram,2021,Peer-to-peer payments,826532,4814315864.763814
Mizoram,2021,Recharge & bill payments,646504,236660135.93438816
Mizoram,2022,Financial Services,3121,4289246.244498104
Mizoram,2022,Merchant payments,561657,798032428.6437006
Mizoram,2022,Others,6211,4477829.049398818
Mizoram,2022,Peer-to-peer payments,1362852,6846464323.582606
Mizoram,2022,Recharge & bill payments,667865,279258400.5309524
Mizoram,2023,Financial Services,3711,8146561.0
Mizoram,2023,Merchant payments,856744,1046884060.0
Mizoram,2023,Others,4757,3666150.0
Mizoram,2023,Peer-to-peer payments,1993025,7892835446.0
Mizoram,2023,Recharge & bill payments,713701,302027333.0
Nagaland,2018,Financial Services,1825,793774.2846964372
Nagaland,2018,Merchant payments,16219,17596279.97827465
Nagaland,2018,Others,6798,6051841.48755481
Nagaland,2018,Peer-to-peer payments,119383,792914206.3000268
Nagaland,2018,Recharge & bill payments,197923,43781577.3981511
Nagaland,2019,Financial Services,1425,743442.5236350321
Nagaland,2019,Merchant payments,46864,46021392.830537945
Nagaland,2019,Others,7313,7689279.7962836195
Nagaland,2019,Peer-to-peer payments,382117,2278662946.7985897
Nagaland,2019,Recharge & bill payments,498661,114384942.68397456
Nagaland,2020,Financial Services,5000,4358488.0847750865
Nagaland,2020,Merchant payments,180661,218562587.58635378
Nagaland,2020,Others,10436,8221845.490457057
Nagaland,2020,Peer-to-peer payments,1050863,6261975007.135359
Nagaland,2020,Recharge & bill payments,1232801,322070618.50270706
Nagaland,2021,Financial Services,6362,7613493.742091585
Nagaland,2021,Merchant payments,781319,1075105500.186891
Nagaland,2021,Others,18329,14108341.137811307
Nagaland,2021,Peer-to-peer payments,2491397,13560828570.816101
Nagaland,2021,Recharge & bill payments,1797556,532589174.6540961
Nagaland,2022,Financial Services,7152,8278585.71641019
Nagaland,2022,Merchant payments,2053854,2753518922.1898336
Nagaland,2022,Others,18211,12901870.412722519
Nagaland,2022,Peer-to-peer payments,4300938,20188370671.456474
Nagaland,2022,Recharge & bill payments,1947444,656533887.5054711
Nagaland,2023,Financial Services,7441,10464484.0
Nagaland,2023,Merchant payments,2254935,3176674576.0
Nagaland,2023,Others,8553,7798717.0
Nagaland,2023,Peer-to-peer payments,5002122,20638367061.0
Nagaland,2023,Recharge & bill payments,1756851,618791999.0
Odisha,2018,Financial Services,2127698,278755488.663869
Odisha,2018,Merchant payments,4179095,1283546444.3122044
Odisha,2018,Others,593976,397016006.13642013
Odisha,2018,Peer-to-peer payments,43051979,55488192770.91713
Odisha,2018,Recharge & bill payments,15210170,2192817187.6236916
Odisha,2019,Financial Services,1097536,124829428.00150575
Odisha,2019,Merchant payments,32104270,10777579049.329372
Odisha,2019,Others,657707,449958128.19470966
Odisha,2019,Peer-to-peer payments,102347981,199179251475.34552
Odisha,2019,Recharge & bill payments,33754377,6724315712.776137
Odisha,2020,Financial Services,347749,267355198.6663393
Odisha,2020,Merchant payments,63227704,41420940264.25116
Odisha,2020,Others,522660,288246676.7481071
Odisha,2020,Peer-to-peer payments,133402768,424127329567.9126
Odisha,2020,Recharge & bill payments,64568781,18352569922.761375
Odisha,2021,Financial Services,419954,457736110.2963292
Odisha,2021,Merchant payments,241364805,161111002928.5875
Odisha,2021,Others,1088554,682153052.8230052
Odisha,2021,Peer-to-peer payments,314636093,951711291985.0814
Odisha,2021,Recharge & bill payments,97063329,34331438211.787727
Odisha,2022,Financial Services,437445,477683421.13146967
Odisha,2022,Merchant payments,676963977,389031867154.49744
Odisha,2022,Others,1084429,791632008.513784
Odisha,2022,Peer-to-peer payments,602069048,1726805168845.8525
Odisha,2022,Recharge & bill payments,128932267,60918594554.40643
Odisha,2023,Financial Services,446788,594927614.0
Odisha,2023,Merchant payments,863695902,440882717811.0
Odisha,2023,Others,577874,570418418.0
Odisha,2023,Peer-to-peer payments,655127999,1872817469256.0
Odisha,2023,Recharge & bill payments,130042957,78733836792.0
Puducherry,2018,Financial Services,9447,2472862.127329192
Puducherry,2018,Merchant payments,54921,52631769.59505969
Puducherry,2018,Others,18610,13418176.872403178
Puducherry,2018,Peer-to-peer payments,373041,1357327704.050316
Puducherry,2018,Recharge & bill payments,276689,69126319.17486663
Puducherry,2019,Financial Services,7260,1726798.8970826403
Puducherry,2019,Merchant payments,553217,294368526.1613124
Puducherry,2019,Others,24700,16694352.736919235
Puducherry,2019,Peer-to-peer payments,1599606,4986968499.115492
Puducherry,2019,Recharge & bill payments,625867,210898432.85783654
Puducherry,2020,Financial Services,9904,11875184.153615449
Puducherry,2020,Merchant payments,2268451,1329425996.2006469
Puducherry,2020,Others,21485,11581561.473383864
Puducherry,2020,Peer-to-peer payments,3135949,10806330791.10752
Puducherry,2020,Recharge & bill payments,1252420,534701371.7378186
Puducherry,2021,Financial Services,20652,24113515.53287126
Puducherry,2021,Merchant payments,8149263,5098518299.9351015
Puducherry,2021,Others,45461,25743359.05800512
Puducherry,2021,Peer-to-peer payments,7608199,25097244342.86967
Puducherry,2021,Recharge & bill payments,2727780,1306150983.1368775
Puducherry,2022,Financial Services,21811,28130362.058205377
Puducherry,2022,Merchant payments,16794135,9750109400.581743
Puducherry,2022,Others,35674,22844471.06830594
Puducherry,2022,Peer-to-peer payments,11165357,36144783503.04313
Puducherry,2022,Recharge & bill payments,2584740,1912875012.7196074
Puducherry,2023,Financial Services,20083,22258313.0
Puducherry,2023,Merchant payments,21089844,11236667690.0
Puducherry,2023,Others,19837,15519289.0
Puducherry,2023,Peer-to-peer payments,10409170,32649213319.0
Puducherry,2023,Recharge & bill payments,2115328,2129954991.0
Punjab,2018,Financial Services,259682,50144017.24466606
Punjab,2018,Merchant payments,1157698,893256048.3928994
Punjab,2018,Others,313552,303198102.1849174
Punjab,2018,Peer-to-peer payments,5661427,22026879012.30815
Punjab,2018,Recharge & bill payments,5408482,2039622874.2017827
Punjab,2019,Financial Services,138371,28042005.57334488
Punjab,2019,Merchant payments,7615542,4218475893.2736735
Punjab,2019,Others,409747,311798367.02409583
Punjab,2019,Peer-to-peer payments,19280081,72997203959.42085
Punjab,2019,Recharge & bill payments,12643663,7529381023.3693075
Punjab,2020,Financial Services,112448,128430240.47683671
Punjab,2020,Merchant payments,17535191,13888274704.156822
Punjab,2020,Others,365895,226413852.43850994
Punjab,2020,Peer-to-peer payments,28942251,127188738944.03894
Punjab,2020,Recharge & bill payments,22550791,14125480404.370605
Punjab,2021,Financial Services,191682,255251656.67325646
Punjab,2021,Merchant payments,60066390,52218916925.433914
Punjab,2021,Others,600896,498663686.92423797
Punjab,2021,Peer-to-peer payments,61820679,251952423928.298
Punjab,2021,Recharge & bill payments,31155285,19999376539.004223
Punjab,2022,Financial Services,228832,281578776.2384111
Punjab,2022,Merchant payments,153369468,122336578599.23248
Punjab,2022,Others,636416,456193447.22715825
Punjab,2022,Peer-to-peer payments,110546993,417749418899.6503
Punjab,2022,Recharge & bill payments,41262493,32338504937.135277
Punjab,2023,Financial Services,239955,303914132.0
Punjab,2023,Merchant payments,190131486,125581314606.0
Punjab,2023,Others,411535,322810080.0
Punjab,2023,Peer-to-peer payments,116381774,411895418167.0
Punjab,2023,Recharge & bill payments,39197541,36812378066.0
Rajasthan,2018,Financial Services,1023723,159869164.63008276
Rajasthan,2018,Merchant payments,3227046,2161781686.828717
Rajasthan,2018,Others,1301009,1260413208.6158516
Rajasthan,2018,Peer-to-peer payments,24184734,75478182414.91019
Rajasthan,2018,Recharge & bill payments,23045696,7374988586.051168
Rajasthan,2019,Financial Services,861512,133389472.05591518
Rajasthan,2019,Merchant payments,53139592,21527431782.688118
Rajasthan,2019,Others,2027975,1470687885.508389
Rajasthan,2019,Peer-to-peer payments,126119220,372605621315.4359
Rajasthan,2019,Recharge & bill payments,64194886,26432041374.131775
Rajasthan,2020,Financial Services,481156,360862692.82636726
Rajasthan,2020,Merchant payments,161153916,101854378345.17523
Rajasthan,2020,Others,1623459,887682322.8857527
Rajasthan,2020,Peer-to-peer payments,259409511,901932529120.4747
Rajasthan,2020,Recharge & bill payments,120917537,58749145081.87372
Rajasthan,2021,Financial Services,871679,802731316.0980093
Rajasthan,2021,Merchant payments,583848594,389375624626.77026
Rajasthan,2021,Others,2961673,1950828065.5270996
Rajasthan,2021,Peer-to-peer payments,650690876,2170102661502.7876
Rajasthan,2021,Recharge & bill payments,189741486,105409248402.5079
Rajasthan,2022,Financial Services,874411,909670833.9111233
Rajasthan,2022,Merchant payments,1460250222,885225729825.25
Rajasthan,2022,Others,3240119,1958740372.4931304
Rajasthan,2022,Peer-to-peer payments,1138819816,3811756574180.9736
Rajasthan,2022,Recharge & bill payments,256064010,170478940084.82764
Rajasthan,2023,Financial Services,908818,1087258561.0
Rajasthan,2023,Merchant payments,1781364256,928980856107.0
Rajasthan,2023,Others,2148044,1383576747.0
Rajasthan,2023,Peer-to-peer payments,1181966996,3924298336620.0
Rajasthan,2023,Recharge & bill payments,265400077,197844377731.0
Sikkim,2018,Financial Services,2449,1163276.466290365
Sikkim,2018,Merchant payments,15878,24350916.27959206
Sikkim,2018,Others,6867,7639102.32136275
Sikkim,2018,Peer-to-peer payments,146442,750187314.2186754
Sikkim,2018,Recharge & bill payments,210053,43225000.21581506
Sikkim,2019,Financial Services,4180,1544011.0262203747
Sikkim,2019,Merchant payments,347813,136377217.20382094
Sikkim,2019,Others,13540,12592611.036661882
Sikkim,2019,Peer-to-peer payments,1005632,2977725312.3074117
Sikkim,2019,Recharge & bill payments,576872,129874776.34256637
Sikkim,2020,Financial Services,3907,5331779.9373656865
Sikkim,2020,Merchant payments,256125,248402062.5826993
Sikkim,2020,Others,7750,6597996.1167008355
Sikkim,2020,Peer-to-peer payments,996064,4861916795.678974
Sikkim,2020,Recharge & bill payments,1113473,306048959.6732505
Sikkim,2021,Financial Services,7667,11666255.672613729
Sikkim,2021,Merchant payments,849747,1139975590.3756652
Sikkim,2021,Others,12736,10102817.880954321
Sikkim,2021,Peer-to-peer payments,2304267,10221834625.234482
Sikkim,2021,Recharge & bill payments,1347425,445108142.7965095
Sikkim,2022,Financial Services,7469,10476908.297313077
Sikkim,2022,Merchant payments,2962122,3344864361.9722857
Sikkim,2022,Others,15622,11980237.090546833
Sikkim,2022,Peer-to-peer payments,4885653,17596321321.676865
Sikkim,2022,Recharge & bill payments,1650614,636160050.4448254
Sikkim,2023,Financial Services,8682,13520398.0
Sikkim,2023,Merchant payments,4695824,4234113770.0
Sikkim,2023,Others,7482,7683606.0
Sikkim,2023,Peer-to-peer payments,6162477,18496428906.0
Sikkim,2023,Recharge & bill payments,1739567,698409199.0
Tamil Nadu,2018,Financial Services,702528,180899440.0526653
Tamil Nadu,2018,Merchant payments,5391027,3265225248.6455584
Tamil Nadu,2018,Others,1387559,1123951012.1342566
Tamil Nadu,2018,Peer-to-peer payments,27453758,94071689672.79904
Tamil Nadu,2018,Recharge & bill payments,20015400,5377802817.229907
Tamil Nadu,2019,Financial Services,412288,101097722.42159855
Tamil Nadu,2019,Merchant payments,36989278,15114301918.938393
Tamil Nadu,2019,Others,1679033,1032048569.6848221
Tamil Nadu,2019,Peer-to-peer payments,85690531,271693785380.32947
Tamil Nadu,2019,Recharge & bill payments,37682246,14620949406.695118
Tamil Nadu,2020,Financial Services,422726,475898933.3515989
Tamil Nadu,2020,Merchant payments,94981294,52832447167.008766
Tamil Nadu,2020,Others,1046375,542150633.8355181
Tamil Nadu,2020,Peer-to-peer payments,132136022,480012792431.94543
Tamil Nadu,2020,Recharge & bill payments,71694692,28847518909.786472
Tamil Nadu,2021,Financial Services,774092,962429967.5214493
Tamil Nadu,2021,Merchant payments,308513533,187698851538.1797
Tamil Nadu,2021,Others,1860397,1126989265.7680054
Tamil Nadu,2021,Peer-to-peer payments,306585608,1072434761887.3286
Tamil Nadu,2021,Recharge & bill payments,128494866,58863727890.14071
Tamil Nadu,2022,Financial Services,957180,1104152896.0781615
Tamil Nadu,2022,Merchant payments,750491862,411260352492.6295
Tamil Nadu,2022,Others,1844743,1175177884.800674
Tamil Nadu,2022,Peer-to-peer payments,567451444,1894356720270.7827
Tamil Nadu,2022,Recharge & bill payments,158147669,102596413699.4446
Tamil Nadu,2023,Financial Services,875820,994053307.0
Tamil Nadu,2023,Merchant payments,828468720,404683846296.0
Tamil Nadu,2023,Others,993264,753548135.0
Tamil Nadu,2023,Peer-to-peer payments,549117228,1799367937768.0
Tamil Nadu,2023,Recharge & bill payments,136272001,119252103725.0
Telangana,2018,Financial Services,1240416,259633443.82553315
Telangana,2018,Merchant payments,8137792,4046971034.3766284
Telangana,2018,Others,1593644,1425970136.6339626
Telangana,2018,Peer-to-peer payments,35223564,106291962933.90582
Telangana,2018,Recharge & bill payments,21345877,5840049745.224785
Telangana,2019,Financial Services,1036315,171246378.28382882
Telangana,2019,Merchant payments,141408045,48406293674.6445
Telangana,2019,Others,2740932,1574851946.3075132
Telangana,2019,Peer-to-peer payments,229798734,658146490259.0096
Telangana,2019,Recharge & bill payments,64984689,25577609638.024155
Telangana,2020,Financial Services,630951,692405289.6576606
Telangana,2020,Merchant payments,351734708,189257651271.19617
Telangana,2020,Others,1749119,865132599.6990807
Telangana,2020,Peer-to-peer payments,449628090,1636556142138.1182
Telangana,2020,Recharge & bill payments,127737713,67815872404.80292
Telangana,2021,Financial Services,1075409,1342002957.455864
Telangana,2021,Merchant payments,1053783083,591337144553.2355
Telangana,2021,Others,4415580,1991376985.661644
