State,Year,Transaction_Name,Transaction_count,Transaction_amount
Telangana,2021,Peer-to-peer payments,1013811545,3735174229514.7837
Telangana,2021,Recharge & bill payments,234230578,139520158626.2008
Telangana,2022,Financial Services,1271354,1660644337.5930839
Telangana,2022,Merchant payments,2897493332,1490016925572.8608
Telangana,2022,Others,4775682,2415019858.9277954
Telangana,2022,Peer-to-peer payments,2111548573,7518857371247.922
Telangana,2022,Recharge & bill payments,382419234,293681181996.9678
Telangana,2023,Financial Services,1101066,1643462270.0
Telangana,2023,Merchant payments,2935776217,1279684612573.0
Telangana,2023,Others,1453871,1546061993.0
Telangana,2023,Peer-to-peer payments,1763519774,6326916789115.0
Telangana,2023,Recharge & bill payments,278957425,331143644414.0
Tripura,2018,Financial Services,26314,4039476.324845758
Tripura,2018,Merchant payments,86818,63810775.07892913
Tripura,2018,Others,24859,19482777.201436967
Tripura,2018,Peer-to-peer payments,484469,1257833126.5473278
Tripura,2018,Recharge & bill payments,566018,108453465.59925838
Tripura,2019,Financial Services,36297,1759776.5804868247
Tripura,2019,Merchant payments,242328,159461770.51375479
Tripura,2019,Others,21428,20596585.83554348
Tripura,2019,Peer-to-peer payments,1167008,3386409988.937558
Tripura,2019,Recharge & bill payments,1159964,263265885.6712679
Tripura,2020,Financial Services,12538,10122464.927935995
Tripura,2020,Merchant payments,760350,655477198.9421846
Tripura,2020,Others,23909,15833671.019744873
Tripura,2020,Peer-to-peer payments,1841236,7545308662.008404
Tripura,2020,Recharge & bill payments,2308764,655163205.5133879
Tripura,2021,Financial Services,13323,14930906.256292222
Tripura,2021,Merchant payments,2168141,2261169011.1764
Tripura,2021,Others,34144,21418531.14324688
Tripura,2021,Peer-to-peer payments,3272338,13547569769.285679
Tripura,2021,Recharge & bill payments,2369799,819470945.4489992
Tripura,2022,Financial Services,18293,20675283.68537607
Tripura,2022,Merchant payments,6030385,5787430301.29323
Tripura,2022,Others,41372,25122068.070011877
Tripura,2022,Peer-to-peer payments,6754578,25150053605.61511
Tripura,2022,Recharge & bill payments,2899995,1243644170.7866588
Tripura,2023,Financial Services,26876,24883874.0
Tripura,2023,Merchant payments,11034881,8809864957.0
Tripura,2023,Others,32485,19979088.0
Tripura,2023,Peer-to-peer payments,9659610,31868158285.0
Tripura,2023,Recharge & bill payments,3403140,1733750099.0
Uttar Pradesh,2018,Financial Services,2081463,333543041.3476333
Uttar Pradesh,2018,Merchant payments,10703286,4721215753.919647
Uttar Pradesh,2018,Others,2484934,2177410358.227111
Uttar Pradesh,2018,Peer-to-peer payments,40241672,115764751895.60364
Uttar Pradesh,2018,Recharge & bill payments,37353516,8772109514.982996
Uttar Pradesh,2019,Financial Services,1155308,178560840.40756333
Uttar Pradesh,2019,Merchant payments,61499842,24812496213.871735
Uttar Pradesh,2019,Others,4771523,2529255650.0033264
Uttar Pradesh,2019,Peer-to-peer payments,126698597,377787161261.5123
Uttar Pradesh,2019,Recharge & bill payments,77611698,26941289521.23619
Uttar Pradesh,2020,Financial Services,743428,646227893.9942389
Uttar Pradesh,2020,Merchant payments,141987631,95390780620.95364
Uttar Pradesh,2020,Others,2991426,1428144321.8091218
Uttar Pradesh,2020,Peer-to-peer payments,208899052,799746297358.9249
Uttar Pradesh,2020,Recharge & bill payments,149042336,60067783096.63569
Uttar Pradesh,2021,Financial Services,1128237,1211323956.0939565
Uttar Pradesh,2021,Merchant payments,474400433,359692024824.3031
Uttar Pradesh,2021,Others,4414691,2465792421.354962
Uttar Pradesh,2021,Peer-to-peer payments,483916266,1752071931335.9834
Uttar Pradesh,2021,Recharge & bill payments,195290367,93990815558.37518
Uttar Pradesh,2022,Financial Services,1413064,1446407314.3393128
Uttar Pradesh,2022,Merchant payments,1321497650,910508093863.4937
Uttar Pradesh,2022,Others,4900349,2619846986.358623
Uttar Pradesh,2022,Peer-to-peer payments,1012856233,3372247858576.327
Uttar Pradesh,2022,Recharge & bill payments,268542869,161565002764.80438
Uttar Pradesh,2023,Financial Services,1618354,1844854643.0
Uttar Pradesh,2023,Merchant payments,1928629826,1085126315631.0
Uttar Pradesh,2023,Others,3200796,1976376253.0
Uttar Pradesh,2023,Peer-to-peer payments,1318936503,4029923433013.0
Uttar Pradesh,2023,Recharge & bill payments,316205291,216435724364.0
Uttarakhand,2018,Financial Services,110388,23920906.343389172
Uttarakhand,2018,Merchant payments,497951,419219339.5835902
Uttarakhand,2018,Others,190630,191507129.33051294
Uttarakhand,2018,Peer-to-peer payments,3626491,12084196638.377007
Uttarakhand,2018,Recharge & bill payments,3933240,850301901.2628231
Uttarakhand,2019,Financial Services,74340,14627847.351094332
Uttarakhand,2019,Merchant payments,3758144,1732699376.1728153
Uttarakhand,2019,Others,237708,178101003.67974252
Uttarakhand,2019,Peer-to-peer payments,11406452,33798277758.11757
Uttarakhand,2019,Recharge & bill payments,7955224,2351094416.0393248
Uttarakhand,2020,Financial Services,72844,82034215.21232125
Uttarakhand,2020,Merchant payments,13670523,8716552066.76419
Uttarakhand,2020,Others,196050,111769652.44547823
Uttarakhand,2020,Peer-to-peer payments,19033500,71698846576.1423
Uttarakhand,2020,Recharge & bill payments,14638843,5539315747.641206
Uttarakhand,2021,Financial Services,128308,163031868.23545083
Uttarakhand,2021,Merchant payments,51052119,34057550532.955452
Uttarakhand,2021,Others,329818,200403218.27727854
Uttarakhand,2021,Peer-to-peer payments,44043026,151102741880.1216
Uttarakhand,2021,Recharge & bill payments,20459127,8430884718.132399
Uttarakhand,2022,Financial Services,153947,187345254.16373277
Uttarakhand,2022,Merchant payments,132938421,80619632657.26439
Uttarakhand,2022,Others,405380,243262038.15621796
Uttarakhand,2022,Peer-to-peer payments,84953124,272696737086.45602
Uttarakhand,2022,Recharge & bill payments,26257177,13682483259.090923
Uttarakhand,2023,Financial Services,171921,224956899.0
Uttarakhand,2023,Merchant payments,172675734,85864186879.0
Uttarakhand,2023,Others,312043,192649567.0
Uttarakhand,2023,Peer-to-peer payments,89028783,267666065454.0
Uttarakhand,2023,Recharge & bill payments,26240095,16067319305.0
West Bengal,2018,Financial Services,4141061,559254607.0276451
West Bengal,2018,Merchant payments,12266820,4356510112.273611
West Bengal,2018,Others,1742561,1177449818.4779797
West Bengal,2018,Peer-to-peer payments,71705443,98507135735.14795
West Bengal,2018,Recharge & bill payments,30155750,6988365144.299765
West Bengal,2019,Financial Services,2158988,227734154.0235442
West Bengal,2019,Merchant payments,66274648,22053022635.374992
West Bengal,2019,Others,1933503,1126600302.5337863
West Bengal,2019,Peer-to-peer payments,136220653,226217637019.47006
West Bengal,2019,Recharge & bill payments,51312798,16389512503.07334
West Bengal,2020,Financial Services,671114,438482711.37904775
West Bengal,2020,Merchant payments,79681655,52357746542.411575
West Bengal,2020,Others,1451581,777619524.7892022
West Bengal,2020,Peer-to-peer payments,137306673,467266837702.72815
West Bengal,2020,Recharge & bill payments,85111304,31890897807.77478
West Bengal,2021,Financial Services,798886,846115092.5631111
West Bengal,2021,Merchant payments,217889166,185908958289.20587
West Bengal,2021,Others,2762342,1668120696.6955914
West Bengal,2021,Peer-to-peer payments,308612452,1100093150828.2612
West Bengal,2021,Recharge & bill payments,136831191,58530777145.969315
West Bengal,2022,Financial Services,938388,963279001.7474658
West Bengal,2022,Merchant payments,540845608,457288622056.8407
West Bengal,2022,Others,2856955,1879934403.5976107
West Bengal,2022,Peer-to-peer payments,618086566,2143014755707.738
West Bengal,2022,Recharge & bill payments,176159701,89380783843.27779
West Bengal,2023,Financial Services,1005007,1009325532.0
West Bengal,2023,Merchant payments,738771399,529673984653.0
West Bengal,2023,Others,1736238,1340209780.0
West Bengal,2023,Peer-to-peer payments,720897219,2340144195212.0
West Bengal,2023,Recharge & bill payments,174279358,105579180732.0
