State,Year,Brand,Count,Percentage
Delhi,2018,Others,1475527,0.4609182094822934
Delhi,2018,Realme,524672,0.16299349521064022
Delhi,2018,Samsung,2506424,0.7734424907617924
Delhi,2018,Vivo,1567207,0.4729240869748002
Delhi,2018,Xiaomi,3353794,1.0308701878039748
Delhi,2019,Apple,1491810,0.23216633731588404
Delhi,2019,Huawei,477134,0.07417546508376646
Delhi,2019,Lenovo,466253,0.07295228962642875
Delhi,2019,Motorola,814595,0.1272428640749161
Delhi,2019,OnePlus,790694,0.1232191190866612
Delhi,2019,Oppo,2817087,0.43651612180898536
Delhi,2019,Others,2504380,0.3907736861304477
Delhi,2019,Realme,1024767,0.15891365182789438
Delhi,2019,Samsung,4950529,0.769659411023471
Delhi,2019,Vivo,3751560,0.5806837932931913
Delhi,2019,Xiaomi,6648071,1.0336972607283537
Delhi,2020,Apple,1899889,0.2173921008505953
Delhi,2020,Huawei,621868,0.07116317124159596
Delhi,2020,Lenovo,517649,0.05939304204413917
Delhi,2020,Motorola,940726,0.10788690573318259
Delhi,2020,OnePlus,960719,0.11007550207208713
Delhi,2020,Oppo,4227559,0.48205180978251483
Delhi,2020,Others,3062671,0.35062504292129293
Delhi,2020,Realme,1559068,0.1776630798901153
Delhi,2020,Samsung,6620296,0.7564725770978543
Delhi,2020,Vivo,5793259,0.6602442927029673
Delhi,2020,Xiaomi,8805774,1.0070324756636553
Delhi,2021,Apple,2484548,0.21390607201192577
Delhi,2021,Huawei,691166,0.059984395360275736
Delhi,2021,Lenovo,271748,0.02513859316052067
Delhi,2021,Motorola,1007339,0.08732423935782027
Delhi,2021,OnePlus,1262036,0.10839190175898585
Delhi,2021,Oppo,6016167,0.517696578042212
Delhi,2021,Others,3563238,0.30849241030462266
Delhi,2021,Realme,2655350,0.2269440404492069
Delhi,2021,Samsung,8421892,0.7272442172542823
Delhi,2021,Tecno,324571,0.026165752206717113
Delhi,2021,Vivo,8484284,0.72967696444686
Delhi,2021,Xiaomi,11232758,0.9690348356465706
Delhi,2022,Apple,761100,0.056214559844280275
Delhi,2022,Huawei,164421,0.01214407324156669
Delhi,2022,Motorola,252427,0.018644163313378186
Delhi,2022,OnePlus,404741,0.02989401808689245
Delhi,2022,Oppo,1817979,0.1342752454226052
Delhi,2022,Others,904612,0.06681430220713976
Delhi,2022,Realme,964540,0.07124056175561963
Delhi,2022,Samsung,2320460,0.17138830316155382
Delhi,2022,Tecno,206904,0.01528185164895673
Delhi,2022,Vivo,2586749,0.19105630858314565
Delhi,2022,Xiaomi,3155264,0.2330466127348616
Goa,2018,Apple,33089,0.2386638650618459
Goa,2018,Huawei,10850,0.0758060767909636
Goa,2018,Lenovo,14523,0.10459574441939037
Goa,2018,Motorola,24594,0.17640531086678074
Goa,2018,OnePlus,29526,0.21406364675092557
Goa,2018,Oppo,45658,0.32036790471091503
Goa,2018,Others,56370,0.404735677026301
Goa,2018,Realme,25107,0.17824746707684497
Goa,2018,Samsung,117477,0.8348439179962412
Goa,2018,Vivo,60529,0.42101972680566074
Goa,2018,Xiaomi,145539,1.0312506624941309
Goa,2019,Apple,61977,0.20950921056692645
Goa,2019,Huawei,25595,0.08607720257257187
Goa,2019,Lenovo,24671,0.08394867833684976
Goa,2019,Motorola,44330,0.15011971956395154
Goa,2019,OnePlus,50304,0.17060030643919097
Goa,2019,Oppo,109935,0.3684551259728296
Goa,2019,Others,107312,0.3624327346493211
Goa,2019,Realme,53310,0.1790685902841159
Goa,2019,Samsung,249229,0.8388162199564029
Goa,2019,Vivo,154406,0.5170928927444951
Goa,2019,Xiaomi,306763,1.0338793189133448
Goa,2020,Apple,85813,0.18859398682418402
Goa,2020,Huawei,38465,0.08448595251860201
Goa,2020,Lenovo,30610,0.06755047621803704
Goa,2020,Motorola,57182,0.12600543038190923
Goa,2020,OnePlus,64368,0.14184803994599565
Goa,2020,Oppo,187544,0.41002740213765576
Goa,2020,Others,151763,0.33357822420530064
Goa,2020,Realme,92367,0.20158489894982382
Goa,2020,Samsung,389158,0.8517987259867359
Goa,2020,Vivo,265745,0.580868903350729
Goa,2020,Xiaomi,462070,1.0136579594810269
Goa,2021,Apple,117575,0.18570186103646585
Goa,2021,Huawei,44842,0.07139377185152349
Goa,2021,Lenovo,16039,0.027252287143733823
Goa,2021,Motorola,63773,0.10139777422522123
Goa,2021,OnePlus,84871,0.13390966806204227
Goa,2021,Oppo,269995,0.4267035603292413
Goa,2021,Others,192175,0.30468024745626254
Goa,2021,Realme,168482,0.26404638769233635
Goa,2021,Samsung,529752,0.8392082519469943
Goa,2021,Tecno,16800,0.02483790987601562
Goa,2021,Vivo,395189,0.6241154408837251
Goa,2021,Xiaomi,630284,0.9967528394964379
Goa,2022,Apple,36235,0.04905717086273469
Goa,2022,Huawei,10823,0.014652842838343524
Goa,2022,Motorola,16125,0.02183101642504752
Goa,2022,OnePlus,26283,0.03558354137671466
Goa,2022,Oppo,80145,0.10850522861305015
Goa,2022,Others,51166,0.06927167667621591
Goa,2022,Realme,60870,0.0824095485142724
Goa,2022,Samsung,146487,0.19832310716625962
Goa,2022,Tecno,10780,0.014594626794543398
Goa,2022,Vivo,118448,0.1603621850241258
Goa,2022,Xiaomi,181266,0.24540905570869234
Gujarat,2018,Apple,700742,0.17436961833244796
Gujarat,2018,Huawei,196229,0.04813137990948059
Gujarat,2018,Lenovo,404477,0.10145247193420255
Gujarat,2018,Motorola,355606,0.08913254032689677
Gujarat,2018,OnePlus,457668,0.11478255597023207
Gujarat,2018,Oppo,1905144,0.4641165337329412
Gujarat,2018,Others,1308737,0.32610375648817835
Gujarat,2018,Realme,631367,0.15601576076625104
Gujarat,2018,Samsung,3509231,0.8647749182122939
Gujarat,2018,Vivo,2812350,0.6811788792976589
Gujarat,2018,Xiaomi,3986545,0.9799415850294166
Gujarat,2019,Apple,1252657,0.1570634420003647
Gujarat,2019,Huawei,387038,0.048469340361770516
Gujarat,2019,Lenovo,633291,0.07985328264892654
Gujarat,2019,Motorola,548518,0.06915304739407493
Gujarat,2019,OnePlus,745833,0.09375102616698064
Gujarat,2019,Oppo,4188602,0.5221473178958395
Gujarat,2019,Others,2192841,0.27560862163026223
Gujarat,2019,Realme,1211942,0.15130981403342825
Gujarat,2019,Samsung,6777267,0.8482350990678976
Gujarat,2019,Vivo,6409829,0.7984979736630352
Gujarat,2019,Xiaomi,7632461,0.9559110351374198
Gujarat,2020,Apple,1659191,0.13955256495359825
Gujarat,2020,Huawei,527590,0.044381859134908073
Gujarat,2020,Lenovo,818491,0.06883763357263738
Gujarat,2020,Motorola,646511,0.05454929053141987
Gujarat,2020,OnePlus,928209,0.07822514463353952
Gujarat,2020,Oppo,6911735,0.5779161040786945
Gujarat,2020,Others,2888780,0.2428971774574411
Gujarat,2020,Realme,1994559,0.1666159201647504
Gujarat,2020,Samsung,9870114,0.8276567062118702
Gujarat,2020,Vivo,10717363,0.8955558001753091
Gujarat,2020,Xiaomi,10763007,0.9038117990858315
Gujarat,2021,Apple,2222981,0.13559179781572095
Gujarat,2021,Huawei,296610,0.019541295988038186
Gujarat,2021,Lenovo,853316,0.05262739081634441
Gujarat,2021,Motorola,694502,0.042687288409699806
Gujarat,2021,OnePlus,1300988,0.07897506690551345
Gujarat,2021,Oppo,9925195,0.6056204721066882
Gujarat,2021,Others,3506661,0.21502482642301635
Gujarat,2021,Realme,3506020,0.212245761217306
Gujarat,2021,Samsung,12798812,0.7837605101340538
Gujarat,2021,Tecno,348855,0.01985970847726724
Gujarat,2021,Vivo,16233308,0.9892722416372522
Gujarat,2021,Xiaomi,13804821,0.8447936400690993
Gujarat,2022,Apple,693504,0.035997544602698925
Gujarat,2022,Lenovo,203354,0.010555446955082072
Gujarat,2022,Motorola,174739,0.009070135062423587
Gujarat,2022,OnePlus,441053,0.022893631528663378
Gujarat,2022,Oppo,2996365,0.15553159424237778
Gujarat,2022,Others,910086,0.04723961415837811
Gujarat,2022,Realme,1272108,0.06603100266105187
Gujarat,2022,Samsung,3511762,0.1822841818202392
Gujarat,2022,Tecno,223305,0.011591038692647314
Gujarat,2022,Vivo,4996272,0.259340283786706
Gujarat,2022,Xiaomi,3842766,0.19946552648973176
Haryana,2018,Apple,567544,0.20618996984804927
Haryana,2018,Huawei,184654,0.06602408630121309
Haryana,2018,Lenovo,188326,0.0690942625180682
Haryana,2018,Motorola,302978,0.11020808064963313
Haryana,2018,OnePlus,295705,0.10847926655785607
Haryana,2018,Oppo,1208929,0.4321194858177382
Haryana,2018,Others,1108997,0.40426733889073735
Haryana,2018,Realme,528868,0.19083346467712803
Haryana,2018,Samsung,2326845,0.8403971999257647
Haryana,2018,Vivo,1651186,0.5879141099108077
Haryana,2018,Xiaomi,2744023,0.9844727349030042
Haryana,2019,Apple,1015984,0.18626985383623804
Haryana,2019,Huawei,390721,0.0714372407880841
Haryana,2019,Lenovo,290763,0.05372186177301702
Haryana,2019,Motorola,501052,0.09225438534922466
Haryana,2019,OnePlus,474247,0.0872215193146221
Haryana,2019,Oppo,2628026,0.4794325692819118
Haryana,2019,Others,1895221,0.34812788385620164
Haryana,2019,Realme,1055431,0.19246536808923023
Haryana,2019,Samsung,4458174,0.8162484200080456
Haryana,2019,Vivo,3668164,0.6687850937363183
Haryana,2019,Xiaomi,5489445,1.0040358039671065
Haryana,2020,Apple,1357259,0.1688756238806642
Haryana,2020,Huawei,550554,0.0684879191475481
Haryana,2020,Lenovo,344461,0.04295657884354139
Haryana,2020,Motorola,618051,0.07705073519008128
Haryana,2020,OnePlus,584883,0.07293405645195976
Haryana,2020,Oppo,4154415,0.514805380705445
Haryana,2020,Others,2557387,0.31813923247952836
Haryana,2020,Realme,1746307,0.21606172360989942
Haryana,2020,Samsung,6370739,0.7910601406084206
Haryana,2020,Vivo,5966483,0.7385513248104422
Haryana,2020,Xiaomi,7979798,0.9910772842724698
Haryana,2021,Apple,1832435,0.16704389521230442
Haryana,2021,Huawei,613006,0.05642676508697697
Haryana,2021,Lenovo,92713,0.009433648371651945
Haryana,2021,Motorola,677955,0.062291232740727634
Haryana,2021,OnePlus,795256,0.07227796734233542
Haryana,2021,Oppo,5974384,0.5446701179039432
Haryana,2021,Others,3036674,0.2787257152506955
Haryana,2021,Realme,2949299,0.2673908065391582
Haryana,2021,Samsung,8194406,0.7501748517711135
Haryana,2021,Tecno,400343,0.035169828849527435
Haryana,2021,Vivo,8963930,0.8166443707521851
Haryana,2021,Xiaomi,10269873,0.9397508001793807
Haryana,2022,Apple,578053,0.04492527699567296
Haryana,2022,Huawei,145049,0.011272956810094173
Haryana,2022,Motorola,170641,0.013261922681516452
Haryana,2022,OnePlus,267015,0.0207519428789395
Haryana,2022,Oppo,1825605,0.14188285556806302
Haryana,2022,Others,786848,0.06115246241000613
Haryana,2022,Realme,1043668,0.08111206756390851
Haryana,2022,Samsung,2259241,0.17558429369795014
Haryana,2022,Tecno,184983,0.014376558056943862
Haryana,2022,Vivo,2767906,0.2151168556308594
Haryana,2022,Xiaomi,2837979,0.2205628077060459
Himachal Pradesh,2018,Apple,44944,0.12349092058412964
Himachal Pradesh,2018,Gionee,21644,0.06915412366761255
Himachal Pradesh,2018,Lava,10441,0.019836874433591785
Himachal Pradesh,2018,Lenovo,32578,0.09072055957181237
Himachal Pradesh,2018,Micromax,39012,0.10960343600692098
Himachal Pradesh,2018,Motorola,44181,0.12053352033700507
Himachal Pradesh,2018,Oppo,141785,0.37799213557502553
Himachal Pradesh,2018,Others,263123,0.7246601551431122
Himachal Pradesh,2018,Realme,70972,0.19147410182419064
Himachal Pradesh,2018,Samsung,231646,0.6285831204763679
Himachal Pradesh,2018,Vivo,149505,0.39598066072306326
Himachal Pradesh,2018,Xiaomi,426818,1.147970391657168
Himachal Pradesh,2019,Apple,89150,0.10886930605499529
Himachal Pradesh,2019,Gionee,49282,0.056176940678854745
Himachal Pradesh,2019,Lava,65277,0.07945168448281238
Himachal Pradesh,2019,Lenovo,12312,0.018848600362826373
Himachal Pradesh,2019,Micromax,66627,0.08167863752930055
Himachal Pradesh,2019,Motorola,83262,0.10208829583683018
Himachal Pradesh,2019,Oppo,364121,0.4411110889643569
Himachal Pradesh,2019,Others,508448,0.6222804525482144
Himachal Pradesh,2019,Realme,168330,0.20356605984726067
Himachal Pradesh,2019,Samsung,501910,0.6115303708053339
Himachal Pradesh,2019,Vivo,392936,0.4755734861304641
Himachal Pradesh,2019,Xiaomi,986282,1.1988250767587507
Himachal Pradesh,2020,Apple,125807,0.09631639840665847
Himachal Pradesh,2020,Gionee,67022,0.048738450755019154
Himachal Pradesh,2020,Huawei,18646,0.016858570104654053
Himachal Pradesh,2020,Lava,104142,0.07972813095450829
Himachal Pradesh,2020,Micromax,84451,0.06471862602601919
Himachal Pradesh,2020,Motorola,108382,0.0832012435542061
Himachal Pradesh,2020,Oppo,634404,0.48289617020746683
Himachal Pradesh,2020,Others,715783,0.5481697671593675
Himachal Pradesh,2020,Realme,320916,0.24356678258004108
Himachal Pradesh,2020,Samsung,781453,0.5960229540703508
Himachal Pradesh,2020,Vivo,711431,0.5406094942262398
Himachal Pradesh,2020,Xiaomi,1570855,1.199173411955469
Himachal Pradesh,2021,Apple,174599,0.09599922328552303
Himachal Pradesh,2021,Gionee,46875,0.02789328705432119
Himachal Pradesh,2021,Huawei,73446,0.04207845005294822
Himachal Pradesh,2021,Lava,128054,0.07090506028293876
Himachal Pradesh,2021,Motorola,121246,0.06714445017944452
Himachal Pradesh,2021,OnePlus,27508,0.013660107252797893
Himachal Pradesh,2021,Oppo,914342,0.5033794076028085
Himachal Pradesh,2021,Others,884588,0.488789318032528
Himachal Pradesh,2021,Realme,563680,0.30815669302983434
Himachal Pradesh,2021,Samsung,1067953,0.5890640359055057
Himachal Pradesh,2021,Tecno,56061,0.028749456302729605
Himachal Pradesh,2021,Vivo,1073570,0.5906806897589814
Himachal Pradesh,2021,Xiaomi,2128553,1.1734998212596388
Himachal Pradesh,2022,Apple,54982,0.025650774930335348
Himachal Pradesh,2022,Lava,31262,0.014584673636319953
Himachal Pradesh,2022,Motorola,31514,0.014702239299308648
Himachal Pradesh,2022,OnePlus,30536,0.014245972559614422
Himachal Pradesh,2022,Oppo,276524,0.1290068547312948
Himachal Pradesh,2022,Others,238791,0.11140326282037226
Himachal Pradesh,2022,Realme,199933,0.09327482419967875
Himachal Pradesh,2022,Samsung,304181,0.14190968624430425
Himachal Pradesh,2022,Tecno,36339,0.016953248521215238
Himachal Pradesh,2022,Vivo,324002,0.15115678547485564
Himachal Pradesh,2022,Xiaomi,615419,0.2871116775827007
Jammu and Kashmir,2018,Apple,40091,0.1341248239404987
Jammu and Kashmir,2018,Lenovo,18352,0.06192942671468136
Jammu and Kashmir,2018,Micromax,17493,0.06030207912223107
Jammu and Kashmir,2018,Motorola,22218,0.073442554507615
Jammu and Kashmir,2018,OnePlus,22632,0.07664223043218582
Jammu and Kashmir,2018,Oppo,101962,0.3295734713104251
Jammu and Kashmir,2018,Others,125684,0.4253913597149872
Jammu and Kashmir,2018,Realme,43562,0.142375155276054
Jammu and Kashmir,2018,Samsung,264134,0.8656631007645585
Jammu and Kashmir,2018,Vivo,134487,0.43184811682756463
Jammu and Kashmir,2018,Xiaomi,426511,1.3987076813891985
Jammu and Kashmir,2019,Apple,75014,0.12031891403092619
Jammu and Kashmir,2019,Huawei,28923,0.04634468404322703
Jammu and Kashmir,2019,Lenovo,29087,0.0469854727979679
Jammu and Kashmir,2019,Motorola,39271,0.06315662495491448
Jammu and Kashmir,2019,OnePlus,38562,0.06197732694921696
Jammu and Kashmir,2019,Oppo,232480,0.3723215508731018
Jammu and Kashmir,2019,Others,205417,0.33095486076455105
Jammu and Kashmir,2019,Realme,94292,0.15096995528152465
Jammu and Kashmir,2019,Samsung,540480,0.8671030350100097
Jammu and Kashmir,2019,Vivo,316628,0.5068110839351816
Jammu and Kashmir,2019,Xiaomi,893530,1.4330564913593784
Jammu and Kashmir,2020,Apple,102721,0.1144319854286424
Jammu and Kashmir,2020,Huawei,40652,0.04529018337370422
Jammu and Kashmir,2020,Lenovo,32110,0.035989224621002
Jammu and Kashmir,2020,Motorola,47006,0.05265823793389624
Jammu and Kashmir,2020,OnePlus,49134,0.054957043059498445
Jammu and Kashmir,2020,Oppo,361707,0.4000200775317128
Jammu and Kashmir,2020,Others,237216,0.26519408289012564
Jammu and Kashmir,2020,Realme,165337,0.18159140900056345
Jammu and Kashmir,2020,Samsung,771163,0.8542989421880406
Jammu and Kashmir,2020,Vivo,516059,0.5695219896868329
Jammu and Kashmir,2020,Xiaomi,1286438,1.4260468242859812
Jammu and Kashmir,2021,Apple,151027,0.11465505010228505
Jammu and Kashmir,2021,Huawei,49417,0.037800270809208406
Jammu and Kashmir,2021,Lenovo,25179,0.01999745218024783
Jammu and Kashmir,2021,Motorola,51808,0.03970456206923076
Jammu and Kashmir,2021,OnePlus,75510,0.057040662840876014
Jammu and Kashmir,2021,Oppo,531265,0.40448620020937387
Jammu and Kashmir,2021,Others,296016,0.2260346165438364
Jammu and Kashmir,2021,Realme,330737,0.24930272288965935
Jammu and Kashmir,2021,Samsung,1073184,0.8193727267370046
Jammu and Kashmir,2021,Tecno,9176,0.006298693721212787
Jammu and Kashmir,2021,Vivo,806190,0.6132541176769408
Jammu and Kashmir,2021,Xiaomi,1853246,1.412052924220124
Jammu and Kashmir,2022,Apple,49642,0.03204115353832649
Jammu and Kashmir,2022,Huawei,12674,0.008180362997960395
Jammu and Kashmir,2022,Motorola,12933,0.008347533111300442
Jammu and Kashmir,2022,OnePlus,27191,0.017550280122892625
Jammu and Kashmir,2022,Oppo,158382,0.10222678336302378
Jammu and Kashmir,2022,Others,79511,0.05131993390648801
Jammu and Kashmir,2022,Realme,123415,0.07965752717321148
Jammu and Kashmir,2022,Samsung,295630,0.19081274365528103
Jammu and Kashmir,2022,Tecno,11823,0.0076310897684145305
Jammu and Kashmir,2022,Vivo,242432,0.1564763896419074
Jammu and Kashmir,2022,Xiaomi,535687,0.34575620272119384
Jharkhand,2018,Apple,84076,0.061802523142285376
Jharkhand,2018,Gionee,60715,0.05055014958768183
Jharkhand,2018,Huawei,26995,0.014104346563048441
Jharkhand,2018,Lenovo,140760,0.1035898123592712
Jharkhand,2018,Micromax,99309,0.07381943732362929
Jharkhand,2018,Motorola,156505,0.11385019063721659
Jharkhand,2018,Oppo,576919,0.410802540269951
Jharkhand,2018,Others,692329,0.5059776872841044
Jharkhand,2018,Realme,370370,0.2666919865294243
Jharkhand,2018,Samsung,1071218,0.769831926588076
Jharkhand,2018,Vivo,697167,0.49345858799419506
Jharkhand,2018,Xiaomi,1586309,1.1355208117211166
Jharkhand,2019,Apple,142160,0.0515196376818786
Jharkhand,2019,Gionee,73634,0.023796811985478967
Jharkhand,2019,Huawei,161918,0.058411134013737355
Jharkhand,2019,Lenovo,212450,0.0776442316135307
Jharkhand,2019,Micromax,66053,0.027137396243285473
Jharkhand,2019,Motorola,260193,0.09460617350400603
Jharkhand,2019,Oppo,1283689,0.4620008273403916
Jharkhand,2019,Others,1170442,0.4249924696506795
Jharkhand,2019,Realme,763420,0.2741007449576444
Jharkhand,2019,Samsung,2114241,0.7640462378692656
Jharkhand,2019,Vivo,1604792,0.5769662606639767
Jharkhand,2019,Xiaomi,3228073,1.164778074476125
Jharkhand,2020,Apple,191187,0.044901528998650436
Jharkhand,2020,Gionee,122608,0.029338949348022735
Jharkhand,2020,Huawei,235752,0.05530392631263388
Jharkhand,2020,Lenovo,258435,0.060778280377034574
Jharkhand,2020,Micromax,42087,0.009394363025044268
Jharkhand,2020,Motorola,331474,0.07791980264059573
Jharkhand,2020,Oppo,2119561,0.49469918474287256
Jharkhand,2020,Others,1569251,0.3683177203910961
Jharkhand,2020,Realme,1405725,0.3270368644145762
Jharkhand,2020,Samsung,3144976,0.7358042494877115
Jharkhand,2020,Vivo,2775009,0.6464604100382166
Jharkhand,2020,Xiaomi,4914328,1.1500447202235453
Jharkhand,2021,Apple,259872,0.04362095216190481
Jharkhand,2021,Asus,45472,0.008558550843404606
Jharkhand,2021,Huawei,205414,0.0360037290446465
Jharkhand,2021,Infinix,74147,0.011240872769699385
Jharkhand,2021,Lenovo,202072,0.03550680185970008
Jharkhand,2021,Motorola,367528,0.06226596914819514
Jharkhand,2021,OnePlus,69097,0.010475279994712103
Jharkhand,2021,Oppo,3029597,0.5096568274962816
Jharkhand,2021,Others,1929456,0.3260436162810099
Jharkhand,2021,Realme,2477286,0.413697097693265
Jharkhand,2021,Samsung,4108898,0.6935194423671076
Jharkhand,2021,Tecno,185776,0.030067285589564695
Jharkhand,2021,Vivo,4219795,0.7090667409656664
Jharkhand,2021,Xiaomi,6588181,1.1102768337848423
Jharkhand,2022,Apple,85280,0.012139026586147874
Jharkhand,2022,Infinix,83718,0.011916686535402529
Jharkhand,2022,Motorola,93032,0.013242470935301466
Jharkhand,2022,OnePlus,79779,0.011355996740341125
Jharkhand,2022,Oppo,915649,0.1303363925255595
Jharkhand,2022,Others,499034,0.07103408763358018
Jharkhand,2022,Realme,888356,0.12645142005117238
Jharkhand,2022,Samsung,1130720,0.16095028308500378
Jharkhand,2022,Tecno,86837,0.012360654920981741
Jharkhand,2022,Vivo,1293214,0.1840801961489052
Jharkhand,2022,Xiaomi,1869656,0.2661327848376042
Karnataka,2018,Apple,1226511,0.21313720622829146
Karnataka,2018,Huawei,458302,0.07788849299249206
Karnataka,2018,Lenovo,588646,0.10287137311414832
Karnataka,2018,Motorola,979855,0.1698251287976312
Karnataka,2018,OnePlus,1231387,0.21537684618252356
Karnataka,2018,Oppo,2089751,0.35081334628914285
Karnataka,2018,Others,1895660,0.32804968420151476
Karnataka,2018,Realme,783133,0.13447453811521848
Karnataka,2018,Samsung,4742922,0.8103761272779796
Karnataka,2018,Vivo,3262146,0.543423546781483
Karnataka,2018,Xiaomi,6178566,1.053763710019575
Karnataka,2019,Apple,2271998,0.17842677954334754
Karnataka,2019,Huawei,1025110,0.08007839071897649
Karnataka,2019,Lenovo,1011203,0.0797079521105562
Karnataka,2019,Motorola,1766181,0.13887340148630803
Karnataka,2019,OnePlus,2113370,0.1664157583649503
Karnataka,2019,Oppo,5339138,0.4145691221292919
Karnataka,2019,Others,3652871,0.28602158555136575
Karnataka,2019,Realme,1646932,0.1282784838585142
Karnataka,2019,Samsung,10405542,0.8121746342290603
Karnataka,2019,Vivo,8641824,0.6706104720640915
Karnataka,2019,Xiaomi,13380583,1.0448434199435377
Karnataka,2020,Apple,2991196,0.1529066476327568
Karnataka,2020,Huawei,1486771,0.07587238753569035
Karnataka,2020,Lenovo,1309229,0.06692339795373117
Karnataka,2020,Motorola,2317123,0.11843505329866198
Karnataka,2020,OnePlus,2617548,0.13404060909666576
Karnataka,2020,Oppo,8975949,0.456152997444435
Karnataka,2020,Others,5227878,0.2666077878137034
Karnataka,2020,Realme,2780695,0.1411134091351623
Karnataka,2020,Samsung,15826661,0.8059396088376561
Karnataka,2020,Vivo,14731133,0.7482462885266542
Karnataka,2020,Xiaomi,20295895,1.0337618127248829
Karnataka,2021,Apple,3927261,0.14674217062845715
Karnataka,2021,Huawei,1681006,0.06334526338324872
Karnataka,2021,Lenovo,1319571,0.04990988050586134
Karnataka,2021,Motorola,2504697,0.09440161686258336
Karnataka,2021,OnePlus,3455641,0.1288060612875447
Karnataka,2021,Oppo,12906299,0.4821659332965064
Karnataka,2021,Others,6350816,0.23854840760356838
Karnataka,2021,Realme,4943760,0.18326814131590327
Karnataka,2021,Samsung,20607023,0.7725843031496868
Karnataka,2021,Vivo,22204039,0.8284508222891682
Karnataka,2021,Xiaomi,27020609,1.0117773996774717
Karnataka,2022,Apple,1215812,0.03896789744242925
Karnataka,2022,Huawei,394470,0.012643127806038323
Karnataka,2022,Lenovo,290138,0.009299190851999765
Karnataka,2022,Motorola,595920,0.01909978635174882
Karnataka,2022,OnePlus,1110711,0.03559931332819386
Karnataka,2022,Oppo,3941299,0.12632227286944772
Karnataka,2022,Others,1675132,0.05368952763957865
Karnataka,2022,Realme,1813184,0.0581142217351479
Karnataka,2022,Samsung,5641275,0.1808080736532787
Karnataka,2022,Vivo,6902224,0.22122265363121418
Karnataka,2022,Xiaomi,7620184,0.24423393469092286
Kerala,2018,Apple,351897,0.28803442322685235
Kerala,2018,Huawei,252051,0.20019120408157182
Kerala,2018,Lenovo,151345,0.12384821764112776
Kerala,2018,Motorola,157069,0.12688534348500521
Kerala,2018,OnePlus,192805,0.15907158458832643
Kerala,2018,Oppo,413629,0.32837231194282296
Kerala,2018,Others,490946,0.40237620510589545
Kerala,2018,Realme,231711,0.18707453070408994
Kerala,2018,Samsung,1023359,0.8272934487447248
Kerala,2018,Vivo,412822,0.3251019875096029
Kerala,2018,Xiaomi,1278061,1.0317507429699804
Kerala,2019,Apple,711931,0.25588294796629246
Kerala,2019,Huawei,675388,0.2400263427574749
Kerala,2019,Lenovo,288653,0.10424136135324084
Kerala,2019,Motorola,312899,0.11292075195953849
Kerala,2019,OnePlus,336797,0.12223313360455232
Kerala,2019,Oppo,1084110,0.38527722889032573
Kerala,2019,Others,992496,0.3561829386144326
Kerala,2019,Realme,523965,0.18685860960272493
Kerala,2019,Samsung,2320264,0.8289284416182487
Kerala,2019,Vivo,1127427,0.4003377515969059
Kerala,2019,Xiaomi,2807762,1.007110492036263
Kerala,2020,Apple,1202500,0.23244039918802167
Kerala,2020,Huawei,1320925,0.2544612963148991
Kerala,2020,Lenovo,471463,0.09121840270156922
Kerala,2020,Motorola,471080,0.09162516139942074
Kerala,2020,OnePlus,457709,0.08951393424312223
Kerala,2020,Oppo,2244745,0.4304609310109099
Kerala,2020,Others,1708628,0.33065055207395366
Kerala,2020,Realme,1052118,0.20194250845191497
Kerala,2020,Samsung,4472870,0.8590324326710644
Kerala,2020,Vivo,2493188,0.4755456468528727
Kerala,2020,Xiaomi,4881403,0.9431087350922513
Kerala,2021,Apple,1795354,0.23308940156955102
Kerala,2021,Huawei,1689094,0.22096629927277306
Kerala,2021,Lenovo,537217,0.07044126907643422
Kerala,2021,Motorola,549471,0.07184514711508946
Kerala,2021,OnePlus,635700,0.08233803673804024
Kerala,2021,Oppo,3465160,0.45016579138271035
Kerala,2021,Others,2173217,0.28371852221780236
Kerala,2021,Realme,1973411,0.25436826980519645
Kerala,2021,Samsung,6554347,0.85324217937024
Kerala,2021,Vivo,4249917,0.5507528121053705
Kerala,2021,Xiaomi,7153373,0.9290722713467923
Kerala,2022,Apple,550489,0.06135428611997884
Kerala,2022,Huawei,408553,0.045534929230512715
Kerala,2022,Lenovo,124999,0.01393165787274811
Kerala,2022,Motorola,137230,0.015294853637846889
Kerala,2022,OnePlus,199414,0.02222551878843984
Kerala,2022,Oppo,1032233,0.11504665638093425
Kerala,2022,Others,558931,0.06229518209324054
Kerala,2022,Realme,705424,0.07862243556528822
Kerala,2022,Samsung,1826034,0.20351907576865194
Kerala,2022,Vivo,1330622,0.14830335012241566
Kerala,2022,Xiaomi,2098370,0.233872054419943
Ladakh,2018,Apple,1665,0.10769226079008519
Ladakh,2018,Huawei,478,0.0229083191813306
Ladakh,2018,Lenovo,954,0.06218262701132976
Ladakh,2018,Micromax,305,0.027873008560935435
Ladakh,2018,Motorola,1276,0.0797001910626034
Ladakh,2018,OnePlus,1548,0.09932555305574095
Ladakh,2018,Oppo,8647,0.5417232215688694
Ladakh,2018,Others,4065,0.2692221235968219
Ladakh,2018,Realme,2941,0.18740707429170134
Ladakh,2018,Samsung,12004,0.7618559621217876
Ladakh,2018,Vivo,12053,0.7516307251488855
Ladakh,2018,Xiaomi,17398,1.0884789336099088
Ladakh,2019,Apple,3576,0.09685248957415366
Ladakh,2019,Huawei,2000,0.053920051506534526
Ladakh,2019,Lenovo,1720,0.047237132901193066
