State_Name,Year,District,Total_Count,Amount
Karnataka,2018,dharwad district,1549382,2399595899.056716
Karnataka,2018,gadag district,444806,645859842.3860202
Karnataka,2018,hassan district,742798,1561838174.471948
Karnataka,2018,haveri district,457871,760026395.2151259
Karnataka,2018,kalaburagi district,1184553,2375740058.753147
Karnataka,2018,kodagu district,199119,401653398.98994845
Karnataka,2018,kolar district,1186233,2050156145.614431
Karnataka,2018,koppal district,496382,930494955.6024437
Karnataka,2018,mandya district,811773,1578293195.8004642
Karnataka,2018,mysuru district,2407444,4636230992.964313
Karnataka,2018,raichur district,974354,1926155172.0965614
Karnataka,2018,ramanagara district,994094,1934363704.3230681
Karnataka,2018,shivamogga district,783377,1457158580.026309
Karnataka,2018,tumakuru district,1343920,2644936146.521953
Karnataka,2018,udupi district,734583,1287737448.5738387
Karnataka,2018,uttara kannada district,602233,964038808.7311535
Karnataka,2018,vijayapura district,1019536,1915909443.461997
Karnataka,2018,yadgir district,351488,849347089.142082
Karnataka,2019,bagalkote district,3722893,6072904984.839477
Karnataka,2019,ballari district,8247512,14713419115.099155
Karnataka,2019,belagavi district,9868793,14708207763.550568
Karnataka,2019,bengaluru rural district,11231245,17195180544.48199
Karnataka,2019,bengaluru urban district,466016022,545712056147.27344
Karnataka,2019,bidar district,3551899,7569874873.644351
Karnataka,2019,chamarajanagara district,1087712,2031410160.2832377
Karnataka,2019,chikkaballapura district,4138751,8105631352.947383
Karnataka,2019,chikkamagaluru district,1946203,3460983276.0673704
Karnataka,2019,chitradurga district,2715426,5242129400.352566
Karnataka,2019,dakshina kannada district,10156043,15710438923.478752
Karnataka,2019,davanagere district,5066311,8593507641.712994
Karnataka,2019,dharwad district,11859865,15972086709.647285
Karnataka,2019,gadag district,1836990,3058362865.834689
Karnataka,2019,hassan district,3557907,7518838012.606766
Karnataka,2019,haveri district,1715445,3163326706.075209
Karnataka,2019,kalaburagi district,4610034,9357287179.633171
Karnataka,2019,kodagu district,1020320,1745475535.7079391
Karnataka,2019,kolar district,6150070,11047815398.604393
Karnataka,2019,koppal district,2181124,4346603345.078374
Karnataka,2019,mandya district,4208672,8245895446.970738
Karnataka,2019,mysuru district,14613483,22499451655.65601
Karnataka,2019,raichur district,3762500,7844105907.785736
Karnataka,2019,ramanagara district,5234817,9018226663.947739
Karnataka,2019,shivamogga district,4277816,7108296570.700711
Karnataka,2019,tumakuru district,6878750,12137566916.135927
Karnataka,2019,udupi district,2751629,3809686381.6373243
Karnataka,2019,uttara kannada district,2417806,3662536565.4852605
Karnataka,2019,vijayapura district,4437346,8455939279.67985
Karnataka,2019,yadgir district,1255816,3155024932.353765
Karnataka,2020,bagalkote district,10742120,21100270882.038883
Karnataka,2020,ballari district,24892680,46639385133.27379
Karnataka,2020,belagavi district,26514500,45655914323.94618
Karnataka,2020,bengaluru rural district,29622944,45067944950.575165
Karnataka,2020,bengaluru urban district,788963426,1021959707219.0574
Karnataka,2020,bidar district,12710471,25667251287.255157
Karnataka,2020,chamarajanagara district,3714116,7012383763.548462
Karnataka,2020,chikkaballapura district,13152511,27001320923.26255
Karnataka,2020,chikkamagaluru district,6748686,12112577113.776722
Karnataka,2020,chitradurga district,10053627,19031876630.319374
Karnataka,2020,dakshina kannada district,21068893,37048718097.89
Karnataka,2020,davanagere district,18197823,34700641711.51193
Karnataka,2020,dharwad district,25897617,39188242992.11044
Karnataka,2020,gadag district,5784699,10270371821.441376
Karnataka,2020,hassan district,11969040,24462299128.109543
Karnataka,2020,haveri district,6147563,11347496853.392265
Karnataka,2020,kalaburagi district,15375458,31990003385.739853
Karnataka,2020,kodagu district,3390290,5807998376.776478
Karnataka,2020,kolar district,20255349,37469154302.91324
Karnataka,2020,koppal district,7835974,15423898435.041843
Karnataka,2020,mandya district,13331593,26824731969.280983
Karnataka,2020,mysuru district,39244262,68462073772.5762
Karnataka,2020,raichur district,12558802,27291685990.004913
Karnataka,2020,ramanagara district,14914153,26037125313.814083
Karnataka,2020,shivamogga district,16111389,30113081576.836098
Karnataka,2020,tumakuru district,23693791,43537293366.23337
Karnataka,2020,udupi district,7720016,11026604843.349464
Karnataka,2020,uttara kannada district,6849409,10652267779.04461
Karnataka,2020,vijayapura district,14088100,29047472469.01678
Karnataka,2020,yadgir district,4603815,11334351869.09427
Karnataka,2021,bagalkote district,24221426,48271620821.71022
Karnataka,2021,ballari district,55685799,104444456285.68768
Karnataka,2021,belagavi district,62239032,112779879101.77441
Karnataka,2021,bengaluru rural district,65725314,100644630820.22006
Karnataka,2021,bengaluru urban district,1736961501,2258872980614.104
Karnataka,2021,bidar district,30999526,60336517416.134
Karnataka,2021,chamarajanagara district,8179264,16583465368.975342
Karnataka,2021,chikkaballapura district,28668816,59772267973.57985
Karnataka,2021,chikkamagaluru district,15544125,30226246148.56923
Karnataka,2021,chitradurga district,22316720,44216076029.81518
Karnataka,2021,dakshina kannada district,54910252,91149412128.78065
Karnataka,2021,davanagere district,56417824,101981079172.28934
Karnataka,2021,dharwad district,62025466,93918138710.30333
Karnataka,2021,gadag district,13027895,23294287526.035915
Karnataka,2021,hassan district,29241439,60262745768.84471
Karnataka,2021,haveri district,14530036,27669221449.038033
Karnataka,2021,kalaburagi district,38792361,78935724366.84851
Karnataka,2021,kodagu district,7790100,14380583166.699436
Karnataka,2021,kolar district,44367944,81325632335.92479
Karnataka,2021,koppal district,19209447,37401017769.16646
Karnataka,2021,mandya district,29097038,60946294568.537735
Karnataka,2021,mysuru district,91346596,154776502577.8322
Karnataka,2021,raichur district,27582656,61188143762.81699
Karnataka,2021,ramanagara district,32141767,57566123057.33374
Karnataka,2021,shivamogga district,43637476,80049398685.5033
Karnataka,2021,tumakuru district,52019556,98220075913.32758
Karnataka,2021,udupi district,16412584,24831276735.461197
Karnataka,2021,uttara kannada district,14732758,25411447148.24526
Karnataka,2021,vijayapura district,30848158,65587102278.75957
Karnataka,2021,yadgir district,10795639,26546224447.60774
Karnataka,2022,bagalkote district,48118257,81190024359.62071
Karnataka,2022,ballari district,99663529,166315538161.42053
Karnataka,2022,belagavi district,126157878,204777100791.93448
Karnataka,2022,bengaluru rural district,117229506,174199953892.60034
Karnataka,2022,bengaluru urban district,3050041216,3874838339905.0728
Karnataka,2022,bidar district,60591957,104363019194.98148
Karnataka,2022,chamarajanagara district,17062344,32279930825.667763
Karnataka,2022,chikkaballapura district,51803562,102265516396.46384
Karnataka,2022,chikkamagaluru district,32290782,58159725075.45931
Karnataka,2022,chitradurga district,41789913,76987571524.4729
Karnataka,2022,dakshina kannada district,87620653,136357146053.38962
Karnataka,2022,davanagere district,84738249,139906866530.1409
Karnataka,2022,dharwad district,109740542,152068860437.46704
Karnataka,2022,gadag district,24103851,38758731644.38125
Karnataka,2022,hassan district,60824412,113132556913.69823
Karnataka,2022,haveri district,29572376,51216667980.68126
Karnataka,2022,kalaburagi district,78901099,140960731211.9846
Karnataka,2022,kodagu district,15761781,27793802140.778732
Karnataka,2022,kolar district,76935149,135992193109.18878
Karnataka,2022,koppal district,38945006,65917614938.02226
Karnataka,2022,mandya district,56744191,110829109083.29066
Karnataka,2022,mysuru district,166119678,262724285232.54114
Karnataka,2022,raichur district,52432354,102175877992.13863
Karnataka,2022,ramanagara district,59906009,100285155563.81729
Karnataka,2022,shivamogga district,77709996,132589691152.28452
Karnataka,2022,tumakuru district,96577876,168733835717.74326
Karnataka,2022,udupi district,30934907,46191360945.56084
Karnataka,2022,uttara kannada district,28663893,46725546743.33272
Karnataka,2022,vijayapura district,61415944,110495554485.3746
Karnataka,2022,yadgir district,21579156,45998149880.26489
Karnataka,2023,bagalkote district,80180627,117352806263.0
Karnataka,2023,ballari district,162934945,240575351996.0
Karnataka,2023,belagavi district,193547255,276779634933.0
Karnataka,2023,bengaluru rural district,190103164,260732855322.0
Karnataka,2023,bengaluru urban district,3435141676,3918823560778.0
Karnataka,2023,bidar district,97950475,149386394055.0
Karnataka,2023,chamarajanagara district,29273996,49796092107.0
Karnataka,2023,chikkaballapura district,84314584,150382377213.0
Karnataka,2023,chikkamagaluru district,55090689,89994741002.0
Karnataka,2023,chitradurga district,70369943,116243899943.0
Karnataka,2023,dakshina kannada district,92467770,125936944970.0
Karnataka,2023,davanagere district,100525411,150140069616.0
Karnataka,2023,dharwad district,152607787,184432871099.0
Karnataka,2023,gadag district,39299836,55316901875.0
Karnataka,2023,hassan district,101384308,170917213985.0
Karnataka,2023,haveri district,49062090,74808289287.0
Karnataka,2023,kalaburagi district,132827911,205541441356.0
Karnataka,2023,kodagu district,23749119,38883411262.0
Karnataka,2023,kolar district,122734685,199265584447.0
Karnataka,2023,koppal district,64476469,96022054820.0
Karnataka,2023,mandya district,94219478,169428677648.0
Karnataka,2023,mysuru district,235781736,338952051386.0
Karnataka,2023,raichur district,87975499,149588183682.0
Karnataka,2023,ramanagara district,99140997,149339049922.0
Karnataka,2023,shivamogga district,95926130,143437889240.0
Karnataka,2023,tumakuru district,158327224,251063176773.0
Karnataka,2023,udupi district,46182409,64237834480.0
Karnataka,2023,uttara kannada district,46493484,68271875210.0
Karnataka,2023,vijayapura district,102539665,159801442140.0
Karnataka,2023,yadgir district,37197655,68254543924.0
Kerala,2018,alappuzha district,485950,768112231.5532594
Kerala,2018,ernakulam district,2655411,4827480117.365657
Kerala,2018,idukki district,286416,460442591.0191612
Kerala,2018,kannur district,598437,945869066.3342757
Kerala,2018,kasaragod district,257262,426654839.437501
Kerala,2018,kollam district,539889,828554234.0535793
Kerala,2018,kottayam district,664964,1082395940.612207
Kerala,2018,kozhikode district,1336746,2151083951.648217
Kerala,2018,malappuram district,1278235,1884470523.3044398
Kerala,2018,palakkad district,747756,1225704458.259359
Kerala,2018,pathanamthitta district,252182,417711825.835501
Kerala,2018,thiruvananthapuram district,1231012,2323295721.588973
Kerala,2018,thrissur district,978551,1640705860.0923438
Kerala,2018,wayanad district,211736,377503196.1265183
Kerala,2019,alappuzha district,1528934,2371342136.835645
Kerala,2019,ernakulam district,10430390,18593237429.502274
Kerala,2019,idukki district,787754,1426404859.8434088
Kerala,2019,kannur district,1744170,2937553457.0217137
Kerala,2019,kasaragod district,695233,1196329004.225702
Kerala,2019,kollam district,1613460,2587950112.957236
Kerala,2019,kottayam district,1798116,3241257411.042649
Kerala,2019,kozhikode district,3086046,4862932226.561569
Kerala,2019,malappuram district,2827780,4406378647.8930235
Kerala,2019,palakkad district,1825044,3193279688.0317116
Kerala,2019,pathanamthitta district,659576,1151190920.5357099
Kerala,2019,thiruvananthapuram district,4497503,7630929542.019942
Kerala,2019,thrissur district,3401956,6057372026.649962
Kerala,2019,wayanad district,641636,1191381592.7838485
Kerala,2020,alappuzha district,4008698,5933801950.034132
Kerala,2020,ernakulam district,24437234,44052781468.66164
Kerala,2020,idukki district,1899108,3205395254.8296585
Kerala,2020,kannur district,4946762,7794647619.872827
Kerala,2020,kasaragod district,2235184,3851832403.0727262
Kerala,2020,kollam district,4923394,7962663387.903328
Kerala,2020,kottayam district,4002274,7112167247.356567
Kerala,2020,kozhikode district,8742257,14483058561.808884
Kerala,2020,malappuram district,7177308,12373011186.542152
Kerala,2020,palakkad district,4400835,7594960401.076523
Kerala,2020,pathanamthitta district,1852012,3051258728.5343003
Kerala,2020,thiruvananthapuram district,9157499,14717863853.48871
Kerala,2020,thrissur district,7199383,13699653028.596045
Kerala,2020,wayanad district,2086408,3431475516.722503
Kerala,2021,alappuzha district,9285982,15187604052.306154
Kerala,2021,ernakulam district,72081456,98188175908.27927
Kerala,2021,idukki district,4503403,8370218561.374826
Kerala,2021,kannur district,11894122,20586292497.88678
Kerala,2021,kasaragod district,5506039,9764316405.902895
Kerala,2021,kollam district,12090866,21515254309.410805
Kerala,2021,kottayam district,10162702,17411783316.145622
Kerala,2021,kozhikode district,23802994,37279214839.75555
Kerala,2021,malappuram district,24221980,36179881548.84694
Kerala,2021,palakkad district,10780020,19356190560.004852
Kerala,2021,pathanamthitta district,4891830,8600095823.25268
Kerala,2021,thiruvananthapuram district,20262720,33192003884.87674
Kerala,2021,thrissur district,18888748,32993276307.82349
Kerala,2021,wayanad district,5986520,9891767298.67797
Kerala,2022,alappuzha district,19638057,28687335553.623558
Kerala,2022,ernakulam district,135787989,163608712379.80878
Kerala,2022,idukki district,9378820,15156994979.373177
Kerala,2022,kannur district,22290886,34712224028.42315
Kerala,2022,kasaragod district,10939231,17701098409.88336
Kerala,2022,kollam district,24774242,40243241740.26029
Kerala,2022,kottayam district,20940208,31431973629.84711
Kerala,2022,kozhikode district,41509573,56756689288.056335
Kerala,2022,malappuram district,45883395,60772913144.49361
Kerala,2022,palakkad district,22236573,34466036697.49074
Kerala,2022,pathanamthitta district,9088490,14579845482.973991
Kerala,2022,thiruvananthapuram district,40754097,58682926402.602295
Kerala,2022,thrissur district,38220324,55564765993.45952
Kerala,2022,wayanad district,12527774,18140742198.662437
Kerala,2023,alappuzha district,23073691,32458116133.0
Kerala,2023,ernakulam district,95858949,108734658596.0
Kerala,2023,idukki district,13011552,19215254081.0
Kerala,2023,kannur district,32666432,45464076636.0
Kerala,2023,kasaragod district,16353814,24003244444.0
Kerala,2023,kollam district,28657515,42179602159.0
Kerala,2023,kottayam district,20925355,29244638438.0
Kerala,2023,kozhikode district,55235605,68811286683.0
Kerala,2023,malappuram district,50665934,63301619351.0
Kerala,2023,palakkad district,27173126,39602359423.0
