State_Name,Year,District,Total_Count
Madhya Pradesh,2023,neemuch district,923674
Madhya Pradesh,2023,niwari district,251084
Madhya Pradesh,2023,panna district,514934
Madhya Pradesh,2023,raisen district,1390048
Madhya Pradesh,2023,rajgarh district,1429652
Madhya Pradesh,2023,ratlam district,1590567
Madhya Pradesh,2023,rewa district,2039839
Madhya Pradesh,2023,sagar district,2191439
Madhya Pradesh,2023,satna district,1869243
Madhya Pradesh,2023,sehore district,1650739
Madhya Pradesh,2023,seoni district,1034360
Madhya Pradesh,2023,shahdol district,839144
Madhya Pradesh,2023,shajapur district,977639
Madhya Pradesh,2023,sheopur district,386617
Madhya Pradesh,2023,shivpuri district,1159599
Madhya Pradesh,2023,sidhi district,712835
Madhya Pradesh,2023,singrauli district,1137574
Madhya Pradesh,2023,tikamgarh district,640742
Madhya Pradesh,2023,ujjain district,2606471
Madhya Pradesh,2023,umaria district,395818
Madhya Pradesh,2023,vidisha district,1412871
Maharashtra,2018,ahmednagar district,1250043
Maharashtra,2018,akola district,350766
Maharashtra,2018,amravati district,621548
Maharashtra,2018,aurangabad district,1577033
Maharashtra,2018,beed district,481367
Maharashtra,2018,bhandara district,247962
Maharashtra,2018,buldhana district,528037
Maharashtra,2018,chandrapur district,430348
Maharashtra,2018,dhule district,400810
Maharashtra,2018,gadchiroli district,136577
Maharashtra,2018,gondia district,241197
Maharashtra,2018,hingoli district,173939
Maharashtra,2018,jalgaon district,956089
Maharashtra,2018,jalna district,372333
Maharashtra,2018,kolhapur district,1068656
Maharashtra,2018,latur district,619699
Maharashtra,2018,mumbai district,1507357
Maharashtra,2018,mumbai suburban district,4474052
Maharashtra,2018,nagpur district,1775029
Maharashtra,2018,nanded district,613173
Maharashtra,2018,nandurbar district,179917
Maharashtra,2018,nashik district,2008969
Maharashtra,2018,osmanabad district,335953
Maharashtra,2018,palghar district,1138702
Maharashtra,2018,parbhani district,344538
Maharashtra,2018,pune district,7276926
Maharashtra,2018,raigad district,1125593
Maharashtra,2018,ratnagiri district,222862
Maharashtra,2018,sangli district,688196
Maharashtra,2018,satara district,755025
Maharashtra,2018,sindhudurg district,128681
Maharashtra,2018,solapur district,1199605
Maharashtra,2018,thane district,4071173
Maharashtra,2018,wardha district,290699
Maharashtra,2018,washim district,185848
Maharashtra,2018,yavatmal district,367298
Maharashtra,2019,ahmednagar district,2658226
Maharashtra,2019,akola district,712861
Maharashtra,2019,amravati district,1329220
Maharashtra,2019,aurangabad district,3170433
Maharashtra,2019,beed district,1030477
Maharashtra,2019,bhandara district,505961
Maharashtra,2019,buldhana district,1060035
Maharashtra,2019,chandrapur district,872683
Maharashtra,2019,dhule district,801700
Maharashtra,2019,gadchiroli district,281996
Maharashtra,2019,gondia district,474509
Maharashtra,2019,hingoli district,354076
Maharashtra,2019,jalgaon district,1846063
Maharashtra,2019,jalna district,785152
Maharashtra,2019,kolhapur district,2244768
Maharashtra,2019,latur district,1209199
Maharashtra,2019,mumbai district,3318133
Maharashtra,2019,mumbai suburban district,9090981
Maharashtra,2019,nagpur district,3802467
Maharashtra,2019,nanded district,1224413
Maharashtra,2019,nandurbar district,381590
Maharashtra,2019,nashik district,4309843
Maharashtra,2019,osmanabad district,721503
Maharashtra,2019,palghar district,2589256
Maharashtra,2019,parbhani district,670710
Maharashtra,2019,pune district,14974373
Maharashtra,2019,raigad district,2537848
Maharashtra,2019,ratnagiri district,528242
Maharashtra,2019,sangli district,1440960
Maharashtra,2019,satara district,1680351
Maharashtra,2019,sindhudurg district,301326
Maharashtra,2019,solapur district,2480277
Maharashtra,2019,thane district,8987323
Maharashtra,2019,wardha district,587274
Maharashtra,2019,washim district,383595
Maharashtra,2019,yavatmal district,771980
Maharashtra,2020,ahmednagar district,4281451
Maharashtra,2020,akola district,1142839
Maharashtra,2020,amravati district,2133407
Maharashtra,2020,aurangabad district,4789571
Maharashtra,2020,beed district,1715893
Maharashtra,2020,bhandara district,781948
Maharashtra,2020,buldhana district,1683879
Maharashtra,2020,chandrapur district,1384618
Maharashtra,2020,dhule district,1253371
Maharashtra,2020,gadchiroli district,444371
Maharashtra,2020,gondia district,724684
Maharashtra,2020,hingoli district,581377
Maharashtra,2020,jalgaon district,2839860
Maharashtra,2020,jalna district,1306739
Maharashtra,2020,kolhapur district,3415982
Maharashtra,2020,latur district,1868021
Maharashtra,2020,mumbai district,4777786
Maharashtra,2020,mumbai suburban district,12818960
Maharashtra,2020,nagpur district,5769199
Maharashtra,2020,nanded district,1968800
Maharashtra,2020,nandurbar district,628816
Maharashtra,2020,nashik district,6710483
Maharashtra,2020,osmanabad district,1165688
Maharashtra,2020,palghar district,3966210
Maharashtra,2020,parbhani district,1083467
Maharashtra,2020,pune district,21526702
Maharashtra,2020,raigad district,3850631
Maharashtra,2020,ratnagiri district,882238
Maharashtra,2020,sangli district,2267199
Maharashtra,2020,satara district,2684638
Maharashtra,2020,sindhudurg district,496871
Maharashtra,2020,solapur district,3866046
Maharashtra,2020,thane district,13142385
Maharashtra,2020,wardha district,908032
Maharashtra,2020,washim district,625381
Maharashtra,2020,yavatmal district,1288077
Maharashtra,2021,ahmednagar district,5949330
Maharashtra,2021,akola district,1605811
Maharashtra,2021,amravati district,2948356
Maharashtra,2021,aurangabad district,6472439
Maharashtra,2021,beed district,2429934
Maharashtra,2021,bhandara district,1077560
Maharashtra,2021,buldhana district,2359103
Maharashtra,2021,chandrapur district,1937499
Maharashtra,2021,dhule district,1751532
Maharashtra,2021,gadchiroli district,629538
Maharashtra,2021,gondia district,1003470
Maharashtra,2021,hingoli district,830919
Maharashtra,2021,jalgaon district,3926538
Maharashtra,2021,jalna district,1844085
Maharashtra,2021,kolhapur district,4652891
Maharashtra,2021,latur district,2599318
Maharashtra,2021,mumbai district,6430320
Maharashtra,2021,mumbai suburban district,17222768
Maharashtra,2021,nagpur district,7822422
Maharashtra,2021,nanded district,2774719
Maharashtra,2021,nandurbar district,900240
Maharashtra,2021,nashik district,9103827
Maharashtra,2021,osmanabad district,1625728
Maharashtra,2021,palghar district,5456632
Maharashtra,2021,parbhani district,1525713
Maharashtra,2021,pune district,28676558
Maharashtra,2021,raigad district,5285884
Maharashtra,2021,ratnagiri district,1248078
Maharashtra,2021,sangli district,3144677
Maharashtra,2021,satara district,3719940
Maharashtra,2021,sindhudurg district,707230
Maharashtra,2021,solapur district,5338122
Maharashtra,2021,thane district,17808416
Maharashtra,2021,wardha district,1253319
Maharashtra,2021,washim district,895296
Maharashtra,2021,yavatmal district,1847745
Maharashtra,2022,ahmednagar district,7561740
Maharashtra,2022,akola district,2051817
Maharashtra,2022,amravati district,3757443
Maharashtra,2022,aurangabad district,8194311
Maharashtra,2022,beed district,3103220
Maharashtra,2022,bhandara district,1375472
Maharashtra,2022,buldhana district,3028311
Maharashtra,2022,chandrapur district,2470439
Maharashtra,2022,dhule district,2242602
Maharashtra,2022,gadchiroli district,809228
Maharashtra,2022,gondia district,1282229
Maharashtra,2022,hingoli district,1071807
Maharashtra,2022,jalgaon district,5010364
Maharashtra,2022,jalna district,2375423
Maharashtra,2022,kolhapur district,5859986
Maharashtra,2022,latur district,3306618
Maharashtra,2022,mumbai district,8098677
Maharashtra,2022,mumbai suburban district,21685243
Maharashtra,2022,nagpur district,9881838
Maharashtra,2022,nanded district,3546249
Maharashtra,2022,nandurbar district,1155533
Maharashtra,2022,nashik district,11500755
Maharashtra,2022,osmanabad district,2072031
Maharashtra,2022,palghar district,6943615
Maharashtra,2022,parbhani district,1947919
Maharashtra,2022,pune district,35905243
Maharashtra,2022,raigad district,6674312
Maharashtra,2022,ratnagiri district,1579607
Maharashtra,2022,sangli district,3976315
Maharashtra,2022,satara district,4708093
Maharashtra,2022,sindhudurg district,896456
Maharashtra,2022,solapur district,6760013
Maharashtra,2022,thane district,22467231
Maharashtra,2022,wardha district,1588365
Maharashtra,2022,washim district,1153265
Maharashtra,2022,yavatmal district,2375276
Maharashtra,2023,ahmednagar district,6625558
Maharashtra,2023,akola district,1805437
Maharashtra,2023,amravati district,3303881
Maharashtra,2023,aurangabad district,7176178
Maharashtra,2023,beed district,2727932
Maharashtra,2023,bhandara district,1209907
Maharashtra,2023,buldhana district,2670763
Maharashtra,2023,chandrapur district,2171148
Maharashtra,2023,dhule district,1974207
Maharashtra,2023,gadchiroli district,711909
Maharashtra,2023,gondia district,1125636
Maharashtra,2023,hingoli district,946680
Maharashtra,2023,jalgaon district,4409360
Maharashtra,2023,jalna district,2095364
Maharashtra,2023,kolhapur district,5113422
Maharashtra,2023,latur district,2900796
Maharashtra,2023,mumbai district,7089510
Maharashtra,2023,mumbai suburban district,18979340
Maharashtra,2023,nagpur district,8652883
Maharashtra,2023,nanded district,3119998
Maharashtra,2023,nandurbar district,1015922
Maharashtra,2023,nashik district,10055311
Maharashtra,2023,osmanabad district,1816644
Maharashtra,2023,palghar district,6113902
Maharashtra,2023,parbhani district,1713146
Maharashtra,2023,pune district,31213458
Maharashtra,2023,raigad district,5830549
Maharashtra,2023,ratnagiri district,1375141
Maharashtra,2023,sangli district,3473298
Maharashtra,2023,satara district,4115435
Maharashtra,2023,sindhudurg district,778757
Maharashtra,2023,solapur district,5912628
Maharashtra,2023,thane district,19669006
Maharashtra,2023,wardha district,1389589
Maharashtra,2023,washim district,1017014
Maharashtra,2023,yavatmal district,2088922
Manipur,2018,bishnupur district,18277
Manipur,2018,chandel district,3462
Manipur,2018,churachandpur district,12257
Manipur,2018,imphal east district,48467
Manipur,2018,imphal west district,77924
Manipur,2018,jiribam district,3671
Manipur,2018,kakching district,7965
Manipur,2018,kamjong district,755
Manipur,2018,kangpokpi district,10944
Manipur,2018,noney district,1787
Manipur,2018,pherzawl district,181
Manipur,2018,senapati district,806
Manipur,2018,tamenglong district,4354
Manipur,2018,tengnoupal district,3285
Manipur,2018,thoubal district,21674
Manipur,2018,ukhrul district,4695
Manipur,2019,bishnupur district,43585
Manipur,2019,chandel district,9476
Manipur,2019,churachandpur district,33302
Manipur,2019,imphal east district,106054
Manipur,2019,imphal west district,169302
Manipur,2019,jiribam district,9070
Manipur,2019,kakching district,19930
Manipur,2019,kamjong district,2039
Manipur,2019,kangpokpi district,28090
Manipur,2019,noney district,4884
Manipur,2019,pherzawl district,573
Manipur,2019,senapati district,2455
Manipur,2019,tamenglong district,11512
Manipur,2019,tengnoupal district,8683
Manipur,2019,thoubal district,47065
Manipur,2019,ukhrul district,12928
Manipur,2020,bishnupur district,82954
Manipur,2020,chandel district,18988
Manipur,2020,churachandpur district,69350
Manipur,2020,imphal east district,187914
Manipur,2020,imphal west district,293882
Manipur,2020,jiribam district,15570
Manipur,2020,kakching district,38768
Manipur,2020,kamjong district,4100
Manipur,2020,kangpokpi district,56986
Manipur,2020,noney district,9801
Manipur,2020,pherzawl district,1532
Manipur,2020,senapati district,4847
Manipur,2020,tamenglong district,23124
Manipur,2020,tengnoupal district,17495
Manipur,2020,thoubal district,87471
Manipur,2020,ukhrul district,27423
Manipur,2021,bishnupur district,123598
Manipur,2021,chandel district,29228
Manipur,2021,churachandpur district,106651
Manipur,2021,imphal east district,276249
Manipur,2021,imphal west district,427496
Manipur,2021,jiribam district,22851
Manipur,2021,kakching district,57613
Manipur,2021,kamjong district,6887
Manipur,2021,kangpokpi district,86440
Manipur,2021,noney district,14989
Manipur,2021,pherzawl district,2913
Manipur,2021,senapati district,7539
Manipur,2021,tamenglong district,35929
Manipur,2021,tengnoupal district,27160
Manipur,2021,thoubal district,129521
Manipur,2021,ukhrul district,42508
Manipur,2022,bishnupur district,157701
Manipur,2022,chandel district,37545
Manipur,2022,churachandpur district,136629
Manipur,2022,imphal east district,351137
Manipur,2022,imphal west district,541346
Manipur,2022,jiribam district,29708
Manipur,2022,kakching district,73801
Manipur,2022,kamjong district,9038
Manipur,2022,kangpokpi district,110531
Manipur,2022,noney district,19445
Manipur,2022,pherzawl district,3869
Manipur,2022,senapati district,9733
Manipur,2022,tamenglong district,46156
Manipur,2022,tengnoupal district,34730
Manipur,2022,thoubal district,164869
Manipur,2022,ukhrul district,54580
Manipur,2023,bishnupur district,137936
Manipur,2023,chandel district,32761
Manipur,2023,churachandpur district,120203
Manipur,2023,imphal east district,307728
Manipur,2023,imphal west district,474038
Manipur,2023,jiribam district,26316
Manipur,2023,kakching district,64829
Manipur,2023,kamjong district,7688
Manipur,2023,kangpokpi district,96913
Manipur,2023,noney district,16897
Manipur,2023,pherzawl district,3278
Manipur,2023,senapati district,8399
Manipur,2023,tamenglong district,40383
Manipur,2023,tengnoupal district,30501
Manipur,2023,thoubal district,144596
Manipur,2023,ukhrul district,47242
Meghalaya,2018,east garo hills district,2434
Meghalaya,2018,east jaintia hills district,10091
Meghalaya,2018,east khasi hills district,62605
Meghalaya,2018,north garo hills district,2528
Meghalaya,2018,ribhoi district,13856
Meghalaya,2018,south garo hills district,2751
Meghalaya,2018,south west garo hills district,2709
Meghalaya,2018,south west khasi hills district,595
Meghalaya,2018,west garo hills district,26934
Meghalaya,2018,west jaintia hills district,5085
Meghalaya,2018,west khasi hills district,2458
Meghalaya,2019,east garo hills district,8380
Meghalaya,2019,east jaintia hills district,23937
Meghalaya,2019,east khasi hills district,143559
Meghalaya,2019,north garo hills district,8721
Meghalaya,2019,ribhoi district,33752
Meghalaya,2019,south garo hills district,7390
Meghalaya,2019,south west garo hills district,8399
Meghalaya,2019,south west khasi hills district,1917
Meghalaya,2019,west garo hills district,68414
Meghalaya,2019,west jaintia hills district,12414
Meghalaya,2019,west khasi hills district,6775
Meghalaya,2020,east garo hills district,18162
Meghalaya,2020,east jaintia hills district,41484
Meghalaya,2020,east khasi hills district,244480
Meghalaya,2020,north garo hills district,18785
Meghalaya,2020,ribhoi district,57864
Meghalaya,2020,south garo hills district,15776
Meghalaya,2020,south west garo hills district,18354
Meghalaya,2020,south west khasi hills district,4191
Meghalaya,2020,west garo hills district,125805
Meghalaya,2020,west jaintia hills district,25212
Meghalaya,2020,west khasi hills district,14100
Meghalaya,2021,east garo hills district,28395
Meghalaya,2021,east jaintia hills district,60952
Meghalaya,2021,east khasi hills district,350000
Meghalaya,2021,north garo hills district,29139
Meghalaya,2021,ribhoi district,84176
Meghalaya,2021,south garo hills district,24808
Meghalaya,2021,south west garo hills district,28839
Meghalaya,2021,south west khasi hills district,6883
Meghalaya,2021,west garo hills district,184630
Meghalaya,2021,west jaintia hills district,39600
Meghalaya,2021,west khasi hills district,22466
Meghalaya,2022,east garo hills district,36960
Meghalaya,2022,east jaintia hills district,79136
Meghalaya,2022,east khasi hills district,443962
Meghalaya,2022,north garo hills district,38025
Meghalaya,2022,ribhoi district,108538
Meghalaya,2022,south garo hills district,32248
Meghalaya,2022,south west garo hills district,37821
Meghalaya,2022,south west khasi hills district,9043
Meghalaya,2022,west garo hills district,238271
Meghalaya,2022,west jaintia hills district,51354
Meghalaya,2022,west khasi hills district,29233
Meghalaya,2023,east garo hills district,32174
Meghalaya,2023,east jaintia hills district,69613
Meghalaya,2023,east khasi hills district,387819
Meghalaya,2023,north garo hills district,33339
Meghalaya,2023,ribhoi district,95288
Meghalaya,2023,south garo hills district,28092
Meghalaya,2023,south west garo hills district,33203
Meghalaya,2023,south west khasi hills district,7704
Meghalaya,2023,west garo hills district,209758
Meghalaya,2023,west jaintia hills district,44763
Meghalaya,2023,west khasi hills district,25235
Mizoram,2018,aizawl district,30352
Mizoram,2018,champhai district,2589
Mizoram,2018,kolasib district,3583
Mizoram,2018,lawngtlai district,3257
Mizoram,2018,lunglei district,6262
Mizoram,2018,mamit district,2185
Mizoram,2018,saiha district,1425
Mizoram,2018,serchhip district,2229
Mizoram,2019,aizawl district,70213
Mizoram,2019,champhai district,6408
Mizoram,2019,kolasib district,9276
Mizoram,2019,lawngtlai district,9683
Mizoram,2019,lunglei district,15608
Mizoram,2019,mamit district,6175
Mizoram,2019,saiha district,3357
Mizoram,2019,serchhip district,5589
Mizoram,2020,aizawl district,132615
Mizoram,2020,champhai district,13933
Mizoram,2020,kolasib district,17904
Mizoram,2020,lawngtlai district,23003
Mizoram,2020,lunglei district,31020
Mizoram,2020,mamit district,12970
Mizoram,2020,saiha district,7119
Mizoram,2020,serchhip district,10555
Mizoram,2021,aizawl district,201946
Mizoram,2021,champhai district,22716
Mizoram,2021,kolasib district,27823
Mizoram,2021,lawngtlai district,38174
Mizoram,2021,lunglei district,48411
Mizoram,2021,mamit district,20628
Mizoram,2021,saiha district,11321
Mizoram,2021,serchhip district,16335
Mizoram,2022,aizawl district,256903
Mizoram,2022,champhai district,29498
Mizoram,2022,kolasib district,36149
Mizoram,2022,lawngtlai district,49647
Mizoram,2022,lunglei district,62578
Mizoram,2022,mamit district,26957
Mizoram,2022,saiha district,14686
Mizoram,2022,serchhip district,21017
Mizoram,2023,aizawl district,224994
Mizoram,2023,champhai district,25662
Mizoram,2023,kolasib district,31622
Mizoram,2023,lawngtlai district,43780
Mizoram,2023,lunglei district,54671
Mizoram,2023,mamit district,23424
Mizoram,2023,saiha district,12830
Mizoram,2023,serchhip district,18207
Nagaland,2018,dimapur district,59984
Nagaland,2018,kiphire district,1552
Nagaland,2018,kohima district,22312
Nagaland,2018,longleng district,1026
Nagaland,2018,mokokchung district,7958
Nagaland,2018,mon district,4588
Nagaland,2018,peren district,1812
Nagaland,2018,phek district,3725
Nagaland,2018,tuensang district,3166
Nagaland,2018,wokha district,3576
Nagaland,2018,zunheboto district,2898
Nagaland,2019,dimapur district,150694
Nagaland,2019,kiphire district,4657
Nagaland,2019,kohima district,57764
Nagaland,2019,longleng district,3314
Nagaland,2019,mokokchung district,20575
Nagaland,2019,mon district,14507
Nagaland,2019,peren district,5032
Nagaland,2019,phek district,9621
Nagaland,2019,tuensang district,9510
Nagaland,2019,wokha district,10742
Nagaland,2019,zunheboto district,7587
Nagaland,2020,dimapur district,283962
Nagaland,2020,kiphire district,11172
Nagaland,2020,kohima district,111235
Nagaland,2020,longleng district,9133
Nagaland,2020,mokokchung district,44851
Nagaland,2020,mon district,42187
Nagaland,2020,peren district,11838
Nagaland,2020,phek district,21211
Nagaland,2020,tuensang district,23810
Nagaland,2020,wokha district,26215
Nagaland,2020,zunheboto district,17028
Nagaland,2021,dimapur district,423835
Nagaland,2021,kiphire district,17801
Nagaland,2021,kohima district,167853
Nagaland,2021,longleng district,15662
Nagaland,2021,mokokchung district,70578
Nagaland,2021,mon district,72863
Nagaland,2021,peren district,19525
Nagaland,2021,phek district,34356
Nagaland,2021,tuensang district,40164
Nagaland,2021,wokha district,42883
Nagaland,2021,zunheboto district,27412
Nagaland,2022,dimapur district,541316
Nagaland,2022,kiphire district,23229
Nagaland,2022,kohima district,214504
Nagaland,2022,longleng district,20570
Nagaland,2022,mokokchung district,90402
Nagaland,2022,mon district,94387
Nagaland,2022,peren district,25377
Nagaland,2022,phek district,44759
Nagaland,2022,tuensang district,52097
Nagaland,2022,wokha district,54954
Nagaland,2022,zunheboto district,35583
Nagaland,2023,dimapur district,477841
Nagaland,2023,kiphire district,20413
Nagaland,2023,kohima district,188651
Nagaland,2023,longleng district,17992
Nagaland,2023,mokokchung district,78724
Nagaland,2023,mon district,83410
Nagaland,2023,peren district,22220
Nagaland,2023,phek district,38998
Nagaland,2023,tuensang district,45736
Nagaland,2023,wokha district,48225
Nagaland,2023,zunheboto district,30953
Odisha,2018,anugul district,356002
Odisha,2018,balangir district,234243
Odisha,2018,baleshwar district,653170
Odisha,2018,bargarh district,218765
Odisha,2018,bhadrak district,385894
Odisha,2018,boudh district,59723
Odisha,2018,cuttack district,873099
Odisha,2018,deogarh district,35186
Odisha,2018,dhenkanal district,296524
Odisha,2018,gajapati district,64198
Odisha,2018,ganjam district,792601
Odisha,2018,jagatsinghapur district,321058
Odisha,2018,jajapur district,545972
Odisha,2018,jharsuguda district,206836
Odisha,2018,kalahandi district,201729
Odisha,2018,kandhamal district,72389
Odisha,2018,kendrapara district,293581
Odisha,2018,kendujhar district,392627
Odisha,2018,khordha district,1841196
Odisha,2018,koraput district,163676
Odisha,2018,malkangiri district,39100
Odisha,2018,mayurbhanj district,334435
Odisha,2018,nabarangpur district,66080
Odisha,2018,nayagarh district,222966
Odisha,2018,nuapada district,57332
Odisha,2018,puri district,456230
Odisha,2018,rayagada district,142012
Odisha,2018,sambalpur district,291620
Odisha,2018,sonepur district,106526
Odisha,2018,sundargarh district,474655
Odisha,2019,anugul district,718077
Odisha,2019,balangir district,500303
Odisha,2019,baleshwar district,1278117
Odisha,2019,bargarh district,460804
Odisha,2019,bhadrak district,806027
Odisha,2019,boudh district,128238
Odisha,2019,cuttack district,1798143
Odisha,2019,deogarh district,76223
Odisha,2019,dhenkanal district,582469
Odisha,2019,gajapati district,146406
Odisha,2019,ganjam district,1589310
Odisha,2019,jagatsinghapur district,661815
Odisha,2019,jajapur district,1119804
Odisha,2019,jharsuguda district,408070
Odisha,2019,kalahandi district,431701
Odisha,2019,kandhamal district,159792
Odisha,2019,kendrapara district,620437
Odisha,2019,kendujhar district,798666
Odisha,2019,khordha district,3502163
Odisha,2019,koraput district,344705
Odisha,2019,malkangiri district,98148
Odisha,2019,mayurbhanj district,682106
Odisha,2019,nabarangpur district,157791
Odisha,2019,nayagarh district,455272
Odisha,2019,nuapada district,133078
Odisha,2019,puri district,945992
Odisha,2019,rayagada district,309120
Odisha,2019,sambalpur district,574619
Odisha,2019,sonepur district,217692
Odisha,2019,sundargarh district,963761
Odisha,2020,anugul district,1040741
Odisha,2020,balangir district,770544
Odisha,2020,baleshwar district,1858258
Odisha,2020,bargarh district,704653
Odisha,2020,bhadrak district,1210620
Odisha,2020,boudh district,190872
Odisha,2020,cuttack district,2612281
Odisha,2020,deogarh district,119825
Odisha,2020,dhenkanal district,839739
Odisha,2020,gajapati district,236641
Odisha,2020,ganjam district,2354362
Odisha,2020,jagatsinghapur district,991471
Odisha,2020,jajapur district,1615748
Odisha,2020,jharsuguda district,586946
Odisha,2020,kalahandi district,678427
Odisha,2020,kandhamal district,261524
Odisha,2020,kendrapara district,954330
Odisha,2020,kendujhar district,1162604
Odisha,2020,khordha district,4792030
Odisha,2020,koraput district,538866
Odisha,2020,malkangiri district,179399
Odisha,2020,mayurbhanj district,1038112
Odisha,2020,nabarangpur district,268189
Odisha,2020,nayagarh district,659072
Odisha,2020,nuapada district,224637
Odisha,2020,puri district,1422581
Odisha,2020,rayagada district,483428
Odisha,2020,sambalpur district,842515
Odisha,2020,sonepur district,313422
Odisha,2020,sundargarh district,1459954
Odisha,2021,anugul district,1408978
Odisha,2021,balangir district,1069150
Odisha,2021,baleshwar district,2481346
Odisha,2021,bargarh district,973040
Odisha,2021,bhadrak district,1635205
Odisha,2021,boudh district,261276
Odisha,2021,cuttack district,3486817
Odisha,2021,deogarh district,168562
Odisha,2021,dhenkanal district,1131397
Odisha,2021,gajapati district,334858
Odisha,2021,ganjam district,3215275
Odisha,2021,jagatsinghapur district,1335470
Odisha,2021,jajapur district,2159438
Odisha,2021,jharsuguda district,795197
Odisha,2021,kalahandi district,950858
Odisha,2021,kandhamal district,373768
Odisha,2021,kendrapara district,1306272
Odisha,2021,kendujhar district,1582357
Odisha,2021,khordha district,6270449
Odisha,2021,koraput district,759799
Odisha,2021,malkangiri district,267682
Odisha,2021,mayurbhanj district,1431864
Odisha,2021,nabarangpur district,393263
Odisha,2021,nayagarh district,883957
Odisha,2021,nuapada district,322578
Odisha,2021,puri district,1921895
Odisha,2021,rayagada district,674908
Odisha,2021,sambalpur district,1145295
Odisha,2021,sonepur district,423968
Odisha,2021,sundargarh district,2010841
Odisha,2022,anugul district,1807535
Odisha,2022,balangir district,1375220
Odisha,2022,baleshwar district,3161636
Odisha,2022,bargarh district,1247362
Odisha,2022,bhadrak district,2085235
Odisha,2022,boudh district,337471
Odisha,2022,cuttack district,4425618
Odisha,2022,deogarh district,217737
Odisha,2022,dhenkanal district,1449916
Odisha,2022,gajapati district,432204
Odisha,2022,ganjam district,4104966
Odisha,2022,jagatsinghapur district,1700011
Odisha,2022,jajapur district,2762133
Odisha,2022,jharsuguda district,1015675
Odisha,2022,kalahandi district,1228382
Odisha,2022,kandhamal district,480865
Odisha,2022,kendrapara district,1667249
Odisha,2022,kendujhar district,2035687
Odisha,2022,khordha district,7901178
Odisha,2022,koraput district,971841
Odisha,2022,malkangiri district,347590
Odisha,2022,mayurbhanj district,1848679
Odisha,2022,nabarangpur district,510420
Odisha,2022,nayagarh district,1129034
Odisha,2022,nuapada district,417220
Odisha,2022,puri district,2445514
Odisha,2022,rayagada district,866721
Odisha,2022,sambalpur district,1461369
Odisha,2022,sonepur district,546258
Odisha,2022,sundargarh district,2566564
Odisha,2023,anugul district,1595439
Odisha,2023,balangir district,1212624
Odisha,2023,baleshwar district,2786014
Odisha,2023,bargarh district,1096919
Odisha,2023,bhadrak district,1836811
Odisha,2023,boudh district,297628
Odisha,2023,cuttack district,3893201
Odisha,2023,deogarh district,191642
Odisha,2023,dhenkanal district,1280196
Odisha,2023,gajapati district,381923
Odisha,2023,ganjam district,3619825
Odisha,2023,jagatsinghapur district,1496954
Odisha,2023,jajapur district,2437765
Odisha,2023,jharsuguda district,896635
Odisha,2023,kalahandi district,1086490
Odisha,2023,kandhamal district,424602
Odisha,2023,kendrapara district,1469239
Odisha,2023,kendujhar district,1796646
Odisha,2023,khordha district,6921880
Odisha,2023,koraput district,854121
Odisha,2023,malkangiri district,306611
Odisha,2023,mayurbhanj district,1632077
Odisha,2023,nabarangpur district,449637
Odisha,2023,nayagarh district,995532
Odisha,2023,nuapada district,367521
Odisha,2023,puri district,2151538
Odisha,2023,rayagada district,766132
Odisha,2023,sambalpur district,1285352
Odisha,2023,sonepur district,482223
Odisha,2023,sundargarh district,2258426
Puducherry,2018,karaikal district,25773
Puducherry,2018,mahe district,6713
Puducherry,2018,puducherry district,258893
Puducherry,2018,yanam district,14559
Puducherry,2019,karaikal district,59385
Puducherry,2019,mahe district,15046
Puducherry,2019,puducherry district,569318
Puducherry,2019,yanam district,27928
Puducherry,2020,karaikal district,102279
Puducherry,2020,mahe district,27933
Puducherry,2020,puducherry district,918480
Puducherry,2020,yanam district,42615
Puducherry,2021,karaikal district,150910
Puducherry,2021,mahe district,40998
Puducherry,2021,puducherry district,1286617
Puducherry,2021,yanam district,57491
Puducherry,2022,karaikal district,191172
Puducherry,2022,mahe district,51056
Puducherry,2022,puducherry district,1622129
Puducherry,2022,yanam district,72576
Puducherry,2023,karaikal district,167501
Puducherry,2023,mahe district,44103
Puducherry,2023,puducherry district,1419293
Puducherry,2023,yanam district,63903
Punjab,2018,amritsar district,393288
Punjab,2018,barnala district,75186
Punjab,2018,bathinda district,321427
Punjab,2018,faridkot district,91048
Punjab,2018,fatehgarh sahib district,95607
Punjab,2018,fazilka district,268332
Punjab,2018,firozepur district,125948
Punjab,2018,gurdaspur district,142846
Punjab,2018,hoshiarpur district,165470
Punjab,2018,jalandhar district,378589
Punjab,2018,kapurthala district,113377
Punjab,2018,ludhiana district,1073680
Punjab,2018,mansa district,120213
Punjab,2018,moga district,89354
Punjab,2018,pathankot district,136640
Punjab,2018,patiala district,413521
Punjab,2018,rupnagar district,109074
Punjab,2018,sangrur district,235546
Punjab,2018,sas nagar district,734909
Punjab,2018,shahid bhagat singh nagar district,49036
Punjab,2018,sri muktsar sahib district,129454
Punjab,2018,tarn taran district,75650
Punjab,2019,amritsar district,885072
Punjab,2019,barnala district,151839
Punjab,2019,bathinda district,616874
Punjab,2019,faridkot district,181711
Punjab,2019,fatehgarh sahib district,206891
Punjab,2019,fazilka district,506090
Punjab,2019,firozepur district,264440
Punjab,2019,gurdaspur district,325108
Punjab,2019,hoshiarpur district,370718
Punjab,2019,jalandhar district,835699
Punjab,2019,kapurthala district,237921
Punjab,2019,ludhiana district,2256173
