State_Name,Year,District,Total_Count
Gujarat,2023,devbhumi dwarka district,467384
Gujarat,2023,dohad district,743327
Gujarat,2023,gandhinagar district,3019182
Gujarat,2023,gir somnath district,834639
Gujarat,2023,jamnagar district,1338429
Gujarat,2023,junagadh district,965004
Gujarat,2023,kachchh district,2559345
Gujarat,2023,kheda district,1531173
Gujarat,2023,mahesana district,2494375
Gujarat,2023,mahisagar district,451499
Gujarat,2023,morbi district,1057134
Gujarat,2023,narmada district,277696
Gujarat,2023,navsari district,1072045
Gujarat,2023,panch mahals district,1005156
Gujarat,2023,patan district,1261739
Gujarat,2023,porbandar district,336163
Gujarat,2023,rajkot district,3370699
Gujarat,2023,sabar kantha district,1298775
Gujarat,2023,surat district,12235636
Gujarat,2023,surendranagar district,1202225
Gujarat,2023,tapi district,510750
Gujarat,2023,the dangs district,89063
Gujarat,2023,vadodara district,5168901
Gujarat,2023,valsad district,2457943
Haryana,2018,ambala district,334149
Haryana,2018,bhiwani district,336968
Haryana,2018,charkhi dadri district,88509
Haryana,2018,faridabad district,1443174
Haryana,2018,fatehabad district,275388
Haryana,2018,gurugram district,2830949
Haryana,2018,hisar district,648522
Haryana,2018,jhajjar district,329542
Haryana,2018,jind district,308106
Haryana,2018,kaithal district,248032
Haryana,2018,karnal district,442421
Haryana,2018,kurukshetra district,289834
Haryana,2018,mahendragarh district,271564
Haryana,2018,mewat district,195720
Haryana,2018,palwal district,308390
Haryana,2018,panchkula district,258544
Haryana,2018,panipat district,453409
Haryana,2018,rewari district,508809
Haryana,2018,rohtak district,371288
Haryana,2018,sirsa district,399747
Haryana,2018,sonipat district,484779
Haryana,2018,yamunanagar district,280211
Haryana,2019,ambala district,663961
Haryana,2019,bhiwani district,639335
Haryana,2019,charkhi dadri district,178302
Haryana,2019,faridabad district,3006096
Haryana,2019,fatehabad district,474762
Haryana,2019,gurugram district,5488864
Haryana,2019,hisar district,1170888
Haryana,2019,jhajjar district,694473
Haryana,2019,jind district,585967
Haryana,2019,kaithal district,468132
Haryana,2019,karnal district,867180
Haryana,2019,kurukshetra district,565231
Haryana,2019,mahendragarh district,544626
Haryana,2019,mewat district,483026
Haryana,2019,palwal district,705269
Haryana,2019,panchkula district,507039
Haryana,2019,panipat district,887501
Haryana,2019,rewari district,1006454
Haryana,2019,rohtak district,716651
Haryana,2019,sirsa district,686215
Haryana,2019,sonipat district,983509
Haryana,2019,yamunanagar district,543747
Haryana,2020,ambala district,1002251
Haryana,2020,bhiwani district,976343
Haryana,2020,charkhi dadri district,282603
Haryana,2020,faridabad district,4223468
Haryana,2020,fatehabad district,707073
Haryana,2020,gurugram district,7563853
Haryana,2020,hisar district,1744514
Haryana,2020,jhajjar district,1084636
Haryana,2020,jind district,888367
Haryana,2020,kaithal district,709156
Haryana,2020,karnal district,1316120
Haryana,2020,kurukshetra district,854458
Haryana,2020,mahendragarh district,856143
Haryana,2020,mewat district,877786
Haryana,2020,palwal district,1088991
Haryana,2020,panchkula district,735017
Haryana,2020,panipat district,1368531
Haryana,2020,rewari district,1486156
Haryana,2020,rohtak district,1072211
Haryana,2020,sirsa district,1017932
Haryana,2020,sonipat district,1531090
Haryana,2020,yamunanagar district,843638
Haryana,2021,ambala district,1368867
Haryana,2021,bhiwani district,1351709
Haryana,2021,charkhi dadri district,395568
Haryana,2021,faridabad district,5652875
Haryana,2021,fatehabad district,961910
Haryana,2021,gurugram district,10032794
Haryana,2021,hisar district,2345915
Haryana,2021,jhajjar district,1509025
Haryana,2021,jind district,1227351
Haryana,2021,kaithal district,976958
Haryana,2021,karnal district,1797048
Haryana,2021,kurukshetra district,1161332
Haryana,2021,mahendragarh district,1188162
Haryana,2021,mewat district,1273133
Haryana,2021,palwal district,1497644
Haryana,2021,panchkula district,993823
Haryana,2021,panipat district,1890253
Haryana,2021,rewari district,2021512
Haryana,2021,rohtak district,1470067
Haryana,2021,sirsa district,1392836
Haryana,2021,sonipat district,2123563
Haryana,2021,yamunanagar district,1167929
Haryana,2022,ambala district,1736191
Haryana,2022,bhiwani district,1738874
Haryana,2022,charkhi dadri district,510225
Haryana,2022,faridabad district,7166175
Haryana,2022,fatehabad district,1225771
Haryana,2022,gurugram district,12685939
Haryana,2022,hisar district,2985284
Haryana,2022,jhajjar district,1936517
Haryana,2022,jind district,1572017
Haryana,2022,kaithal district,1249344
Haryana,2022,karnal district,2280150
Haryana,2022,kurukshetra district,1467949
Haryana,2022,mahendragarh district,1528038
Haryana,2022,mewat district,1638817
Haryana,2022,palwal district,1918123
Haryana,2022,panchkula district,1257193
Haryana,2022,panipat district,2411339
Haryana,2022,rewari district,2583146
Haryana,2022,rohtak district,1874300
Haryana,2022,sirsa district,1778651
Haryana,2022,sonipat district,2715967
Haryana,2022,yamunanagar district,1481920
Haryana,2023,ambala district,1517863
Haryana,2023,bhiwani district,1533185
Haryana,2023,charkhi dadri district,450061
Haryana,2023,faridabad district,6294341
Haryana,2023,fatehabad district,1076022
Haryana,2023,gurugram district,11126281
Haryana,2023,hisar district,2638680
Haryana,2023,jhajjar district,1706222
Haryana,2023,jind district,1380019
Haryana,2023,kaithal district,1095994
Haryana,2023,karnal district,1993282
Haryana,2023,kurukshetra district,1278912
Haryana,2023,mahendragarh district,1349070
Haryana,2023,mewat district,1447839
Haryana,2023,palwal district,1687904
Haryana,2023,panchkula district,1098780
Haryana,2023,panipat district,2121021
Haryana,2023,rewari district,2274517
Haryana,2023,rohtak district,1644872
Haryana,2023,sirsa district,1559971
Haryana,2023,sonipat district,2389308
Haryana,2023,yamunanagar district,1294742
Himachal Pradesh,2018,bilaspur district,76053
Himachal Pradesh,2018,chamba district,58632
Himachal Pradesh,2018,hamirpur district,100882
Himachal Pradesh,2018,kangra district,258225
Himachal Pradesh,2018,kinnaur district,18145
Himachal Pradesh,2018,kullu district,97954
Himachal Pradesh,2018,lahul and spiti district,3001
Himachal Pradesh,2018,mandi district,166766
Himachal Pradesh,2018,shimla district,181264
Himachal Pradesh,2018,sirmaur district,105412
Himachal Pradesh,2018,solan district,320987
Himachal Pradesh,2018,una district,89328
Himachal Pradesh,2019,bilaspur district,162236
Himachal Pradesh,2019,chamba district,142547
Himachal Pradesh,2019,hamirpur district,221004
Himachal Pradesh,2019,kangra district,595931
Himachal Pradesh,2019,kinnaur district,41209
Himachal Pradesh,2019,kullu district,221245
Himachal Pradesh,2019,lahul and spiti district,6352
Himachal Pradesh,2019,mandi district,369270
Himachal Pradesh,2019,shimla district,413114
Himachal Pradesh,2019,sirmaur district,234678
Himachal Pradesh,2019,solan district,677173
Himachal Pradesh,2019,una district,203178
Himachal Pradesh,2020,bilaspur district,255603
Himachal Pradesh,2020,chamba district,245869
Himachal Pradesh,2020,hamirpur district,353451
Himachal Pradesh,2020,kangra district,987643
Himachal Pradesh,2020,kinnaur district,67125
Himachal Pradesh,2020,kullu district,347797
Himachal Pradesh,2020,lahul and spiti district,11479
Himachal Pradesh,2020,mandi district,599279
Himachal Pradesh,2020,shimla district,657852
Himachal Pradesh,2020,sirmaur district,370697
Himachal Pradesh,2020,solan district,1019615
Himachal Pradesh,2020,una district,326882
Himachal Pradesh,2021,bilaspur district,352149
Himachal Pradesh,2021,chamba district,348230
Himachal Pradesh,2021,hamirpur district,489176
Himachal Pradesh,2021,kangra district,1371529
Himachal Pradesh,2021,kinnaur district,95150
Himachal Pradesh,2021,kullu district,479594
Himachal Pradesh,2021,lahul and spiti district,17904
Himachal Pradesh,2021,mandi district,834165
Himachal Pradesh,2021,shimla district,907887
Himachal Pradesh,2021,sirmaur district,520055
Himachal Pradesh,2021,solan district,1393301
Himachal Pradesh,2021,una district,451335
Himachal Pradesh,2022,bilaspur district,450139
Himachal Pradesh,2022,chamba district,445918
Himachal Pradesh,2022,hamirpur district,625638
Himachal Pradesh,2022,kangra district,1750753
Himachal Pradesh,2022,kinnaur district,122285
Himachal Pradesh,2022,kullu district,609177
Himachal Pradesh,2022,lahul and spiti district,22979
Himachal Pradesh,2022,mandi district,1064440
Himachal Pradesh,2022,shimla district,1155158
Himachal Pradesh,2022,sirmaur district,668383
Himachal Pradesh,2022,solan district,1781170
Himachal Pradesh,2022,una district,576502
Himachal Pradesh,2023,bilaspur district,393658
Himachal Pradesh,2023,chamba district,390077
Himachal Pradesh,2023,hamirpur district,547540
Himachal Pradesh,2023,kangra district,1530416
Himachal Pradesh,2023,kinnaur district,107176
Himachal Pradesh,2023,kullu district,531405
Himachal Pradesh,2023,lahul and spiti district,19947
Himachal Pradesh,2023,mandi district,929486
Himachal Pradesh,2023,shimla district,1006737
Himachal Pradesh,2023,sirmaur district,587095
Himachal Pradesh,2023,solan district,1569147
Himachal Pradesh,2023,una district,504500
Jammu and Kashmir,2018,anantnag district,72611
Jammu and Kashmir,2018,bandipore district,31325
Jammu and Kashmir,2018,baramulla district,110899
Jammu and Kashmir,2018,budgam district,79414
Jammu and Kashmir,2018,doda district,19966
Jammu and Kashmir,2018,ganderbal district,27283
Jammu and Kashmir,2018,jammu district,309857
Jammu and Kashmir,2018,kathua district,56696
Jammu and Kashmir,2018,kishtwar district,9879
Jammu and Kashmir,2018,kulgam district,36630
Jammu and Kashmir,2018,kupwara district,54982
Jammu and Kashmir,2018,mirpur district,3987
Jammu and Kashmir,2018,muzaffarabad district,323
Jammu and Kashmir,2018,poonch district,21489
Jammu and Kashmir,2018,pulwama district,54932
Jammu and Kashmir,2018,rajouri district,40462
Jammu and Kashmir,2018,ramban district,14618
Jammu and Kashmir,2018,reasi district,25051
Jammu and Kashmir,2018,samba district,47034
Jammu and Kashmir,2018,shopian district,16676
Jammu and Kashmir,2018,srinagar district,125179
Jammu and Kashmir,2018,udhampur district,57833
Jammu and Kashmir,2019,anantnag district,138687
Jammu and Kashmir,2019,bandipore district,58049
Jammu and Kashmir,2019,baramulla district,207792
Jammu and Kashmir,2019,budgam district,156601
Jammu and Kashmir,2019,doda district,47814
Jammu and Kashmir,2019,ganderbal district,51419
Jammu and Kashmir,2019,jammu district,639356
Jammu and Kashmir,2019,kathua district,121916
Jammu and Kashmir,2019,kishtwar district,23359
Jammu and Kashmir,2019,kulgam district,73380
Jammu and Kashmir,2019,kupwara district,122045
Jammu and Kashmir,2019,mirpur district,9034
Jammu and Kashmir,2019,muzaffarabad district,816
Jammu and Kashmir,2019,poonch district,53237
Jammu and Kashmir,2019,pulwama district,106696
Jammu and Kashmir,2019,rajouri district,91902
Jammu and Kashmir,2019,ramban district,34188
Jammu and Kashmir,2019,reasi district,54734
Jammu and Kashmir,2019,samba district,103397
Jammu and Kashmir,2019,shopian district,35021
Jammu and Kashmir,2019,srinagar district,245321
Jammu and Kashmir,2019,udhampur district,118920
Jammu and Kashmir,2020,anantnag district,189590
Jammu and Kashmir,2020,bandipore district,77682
Jammu and Kashmir,2020,baramulla district,281499
Jammu and Kashmir,2020,budgam district,212115
Jammu and Kashmir,2020,doda district,77361
Jammu and Kashmir,2020,ganderbal district,69510
Jammu and Kashmir,2020,jammu district,943113
Jammu and Kashmir,2020,kathua district,190584
Jammu and Kashmir,2020,kishtwar district,36686
Jammu and Kashmir,2020,kulgam district,99723
Jammu and Kashmir,2020,kupwara district,180280
Jammu and Kashmir,2020,mirpur district,15284
Jammu and Kashmir,2020,muzaffarabad district,1149
Jammu and Kashmir,2020,poonch district,85059
Jammu and Kashmir,2020,pulwama district,146934
Jammu and Kashmir,2020,rajouri district,142789
Jammu and Kashmir,2020,ramban district,51557
Jammu and Kashmir,2020,reasi district,83316
Jammu and Kashmir,2020,samba district,160860
Jammu and Kashmir,2020,shopian district,50711
Jammu and Kashmir,2020,srinagar district,335318
Jammu and Kashmir,2020,udhampur district,178423
Jammu and Kashmir,2021,anantnag district,272998
Jammu and Kashmir,2021,bandipore district,110068
Jammu and Kashmir,2021,baramulla district,404803
Jammu and Kashmir,2021,budgam district,302694
Jammu and Kashmir,2021,doda district,119417
Jammu and Kashmir,2021,ganderbal district,99467
Jammu and Kashmir,2021,jammu district,1370193
Jammu and Kashmir,2021,kathua district,282319
Jammu and Kashmir,2021,kishtwar district,55150
Jammu and Kashmir,2021,kulgam district,142508
Jammu and Kashmir,2021,kupwara district,266680
Jammu and Kashmir,2021,mirpur district,23770
Jammu and Kashmir,2021,muzaffarabad district,1753
Jammu and Kashmir,2021,poonch district,128065
Jammu and Kashmir,2021,pulwama district,208275
Jammu and Kashmir,2021,rajouri district,212181
Jammu and Kashmir,2021,ramban district,76194
Jammu and Kashmir,2021,reasi district,124282
Jammu and Kashmir,2021,samba district,237923
Jammu and Kashmir,2021,shopian district,74713
Jammu and Kashmir,2021,srinagar district,475365
Jammu and Kashmir,2021,udhampur district,263937
Jammu and Kashmir,2022,anantnag district,347623
Jammu and Kashmir,2022,bandipore district,140254
Jammu and Kashmir,2022,baramulla district,516283
Jammu and Kashmir,2022,budgam district,384641
Jammu and Kashmir,2022,doda district,154345
Jammu and Kashmir,2022,ganderbal district,127246
Jammu and Kashmir,2022,jammu district,1736053
Jammu and Kashmir,2022,kathua district,362480
Jammu and Kashmir,2022,kishtwar district,70816
Jammu and Kashmir,2022,kulgam district,182083
Jammu and Kashmir,2022,kupwara district,341922
Jammu and Kashmir,2022,mirpur district,30814
Jammu and Kashmir,2022,muzaffarabad district,2299
Jammu and Kashmir,2022,poonch district,165827
Jammu and Kashmir,2022,pulwama district,264993
Jammu and Kashmir,2022,rajouri district,273277
Jammu and Kashmir,2022,ramban district,98369
Jammu and Kashmir,2022,reasi district,160019
Jammu and Kashmir,2022,samba district,304013
Jammu and Kashmir,2022,shopian district,95953
Jammu and Kashmir,2022,srinagar district,599549
Jammu and Kashmir,2022,udhampur district,338650
Jammu and Kashmir,2023,anantnag district,304198
Jammu and Kashmir,2023,bandipore district,122377
Jammu and Kashmir,2023,baramulla district,451940
Jammu and Kashmir,2023,budgam district,336174
Jammu and Kashmir,2023,doda district,135436
Jammu and Kashmir,2023,ganderbal district,111162
Jammu and Kashmir,2023,jammu district,1515564
Jammu and Kashmir,2023,kathua district,316617
Jammu and Kashmir,2023,kishtwar district,61914
Jammu and Kashmir,2023,kulgam district,160033
Jammu and Kashmir,2023,kupwara district,300272
Jammu and Kashmir,2023,mirpur district,26820
Jammu and Kashmir,2023,muzaffarabad district,1973
Jammu and Kashmir,2023,poonch district,145708
Jammu and Kashmir,2023,pulwama district,231486
Jammu and Kashmir,2023,rajouri district,239427
Jammu and Kashmir,2023,ramban district,86518
Jammu and Kashmir,2023,reasi district,140008
Jammu and Kashmir,2023,samba district,266083
Jammu and Kashmir,2023,shopian district,84340
Jammu and Kashmir,2023,srinagar district,522804
Jammu and Kashmir,2023,udhampur district,296764
Jharkhand,2018,bokaro district,610773
Jharkhand,2018,chatra district,82561
Jharkhand,2018,deoghar district,230287
Jharkhand,2018,dhanbad district,799085
Jharkhand,2018,dumka district,102911
Jharkhand,2018,east singhbhum district,639583
Jharkhand,2018,garhwa district,107650
Jharkhand,2018,giridih district,292746
Jharkhand,2018,godda district,109466
Jharkhand,2018,gumla district,43766
Jharkhand,2018,hazaribagh district,360946
Jharkhand,2018,jamtara district,73193
Jharkhand,2018,khunti district,28104
Jharkhand,2018,koderma district,132068
Jharkhand,2018,latehar district,52803
Jharkhand,2018,lohardaga district,36570
Jharkhand,2018,pakur district,43847
Jharkhand,2018,palamu district,214307
Jharkhand,2018,ramgarh district,232197
Jharkhand,2018,ranchi district,967403
Jharkhand,2018,sahebganj district,79690
Jharkhand,2018,saraikela kharsawan district,197680
Jharkhand,2018,simdega district,20769
Jharkhand,2018,west singhbhum district,104267
Jharkhand,2019,bokaro district,1112271
Jharkhand,2019,chatra district,192389
Jharkhand,2019,deoghar district,500313
Jharkhand,2019,dhanbad district,1488845
Jharkhand,2019,dumka district,209556
Jharkhand,2019,east singhbhum district,1243803
Jharkhand,2019,garhwa district,250277
Jharkhand,2019,giridih district,596026
Jharkhand,2019,godda district,231564
Jharkhand,2019,gumla district,98417
Jharkhand,2019,hazaribagh district,744672
Jharkhand,2019,jamtara district,168098
Jharkhand,2019,khunti district,62544
Jharkhand,2019,koderma district,259002
Jharkhand,2019,latehar district,121197
Jharkhand,2019,lohardaga district,80417
Jharkhand,2019,pakur district,95226
Jharkhand,2019,palamu district,469851
Jharkhand,2019,ramgarh district,454514
Jharkhand,2019,ranchi district,1871672
Jharkhand,2019,sahebganj district,167024
Jharkhand,2019,saraikela kharsawan district,386705
Jharkhand,2019,simdega district,49105
Jharkhand,2019,west singhbhum district,227577
Jharkhand,2020,bokaro district,1592643
Jharkhand,2020,chatra district,327795
Jharkhand,2020,deoghar district,889851
Jharkhand,2020,dhanbad district,2177812
Jharkhand,2020,dumka district,337163
Jharkhand,2020,east singhbhum district,1830596
Jharkhand,2020,garhwa district,426078
Jharkhand,2020,giridih district,925858
Jharkhand,2020,godda district,372270
Jharkhand,2020,gumla district,175324
Jharkhand,2020,hazaribagh district,1169931
Jharkhand,2020,jamtara district,308168
Jharkhand,2020,khunti district,106989
Jharkhand,2020,koderma district,395698
Jharkhand,2020,latehar district,207259
Jharkhand,2020,lohardaga district,135844
Jharkhand,2020,pakur district,165393
Jharkhand,2020,palamu district,777338
Jharkhand,2020,ramgarh district,696902
Jharkhand,2020,ranchi district,2774921
Jharkhand,2020,sahebganj district,275691
Jharkhand,2020,saraikela kharsawan district,577002
Jharkhand,2020,simdega district,90237
Jharkhand,2020,west singhbhum district,373630
Jharkhand,2021,bokaro district,2134217
Jharkhand,2021,chatra district,475155
Jharkhand,2021,deoghar district,1263837
Jharkhand,2021,dhanbad district,2940687
Jharkhand,2021,dumka district,478420
Jharkhand,2021,east singhbhum district,2488642
Jharkhand,2021,garhwa district,617967
Jharkhand,2021,giridih district,1300319
Jharkhand,2021,godda district,525768
Jharkhand,2021,gumla district,262484
Jharkhand,2021,hazaribagh district,1639422
Jharkhand,2021,jamtara district,436440
Jharkhand,2021,khunti district,157642
Jharkhand,2021,koderma district,553283
Jharkhand,2021,latehar district,302489
Jharkhand,2021,lohardaga district,197588
Jharkhand,2021,pakur district,241669
Jharkhand,2021,palamu district,1116354
Jharkhand,2021,ramgarh district,965733
Jharkhand,2021,ranchi district,3800541
Jharkhand,2021,sahebganj district,399793
Jharkhand,2021,saraikela kharsawan district,794739
Jharkhand,2021,simdega district,137060
Jharkhand,2021,west singhbhum district,532342
Jharkhand,2022,bokaro district,2716268
Jharkhand,2022,chatra district,620665
Jharkhand,2022,deoghar district,1634640
Jharkhand,2022,dhanbad district,3744494
Jharkhand,2022,dumka district,618616
Jharkhand,2022,east singhbhum district,3150931
Jharkhand,2022,garhwa district,813908
Jharkhand,2022,giridih district,1688086
Jharkhand,2022,godda district,681095
Jharkhand,2022,gumla district,344626
Jharkhand,2022,hazaribagh district,2110400
Jharkhand,2022,jamtara district,563707
Jharkhand,2022,khunti district,205000
Jharkhand,2022,koderma district,715760
Jharkhand,2022,latehar district,396171
Jharkhand,2022,lohardaga district,258569
Jharkhand,2022,pakur district,315089
Jharkhand,2022,palamu district,1454618
Jharkhand,2022,ramgarh district,1239308
Jharkhand,2022,ranchi district,4833518
Jharkhand,2022,sahebganj district,518804
Jharkhand,2022,saraikela kharsawan district,1015015
Jharkhand,2022,simdega district,179898
Jharkhand,2022,west singhbhum district,686330
Jharkhand,2023,bokaro district,2394521
Jharkhand,2023,chatra district,551143
Jharkhand,2023,deoghar district,1451775
Jharkhand,2023,dhanbad district,3301166
Jharkhand,2023,dumka district,546051
Jharkhand,2023,east singhbhum district,2765981
Jharkhand,2023,garhwa district,728915
Jharkhand,2023,giridih district,1497775
Jharkhand,2023,godda district,604388
Jharkhand,2023,gumla district,304717
Jharkhand,2023,hazaribagh district,1869382
Jharkhand,2023,jamtara district,498637
Jharkhand,2023,khunti district,180206
Jharkhand,2023,koderma district,635553
Jharkhand,2023,latehar district,351616
Jharkhand,2023,lohardaga district,229988
Jharkhand,2023,pakur district,279363
Jharkhand,2023,palamu district,1295559
Jharkhand,2023,ramgarh district,1096812
Jharkhand,2023,ranchi district,4250410
Jharkhand,2023,sahebganj district,460409
Jharkhand,2023,saraikela kharsawan district,892967
Jharkhand,2023,simdega district,158622
Jharkhand,2023,west singhbhum district,604590
Karnataka,2018,bagalkote district,401067
Karnataka,2018,ballari district,648208
Karnataka,2018,belagavi district,915427
Karnataka,2018,bengaluru rural district,575049
Karnataka,2018,bengaluru urban district,11770011
Karnataka,2018,bidar district,370693
Karnataka,2018,chamarajanagara district,121568
Karnataka,2018,chikkaballapura district,289012
Karnataka,2018,chikkamagaluru district,215447
Karnataka,2018,chitradurga district,280396
Karnataka,2018,dakshina kannada district,561446
Karnataka,2018,davanagere district,438095
Karnataka,2018,dharwad district,663764
Karnataka,2018,gadag district,185293
Karnataka,2018,hassan district,356840
Karnataka,2018,haveri district,223571
Karnataka,2018,kalaburagi district,527301
Karnataka,2018,kodagu district,100623
Karnataka,2018,kolar district,413252
Karnataka,2018,koppal district,228146
Karnataka,2018,mandya district,344093
Karnataka,2018,mysuru district,959554
Karnataka,2018,raichur district,377227
Karnataka,2018,ramanagara district,316160
Karnataka,2018,shivamogga district,390027
Karnataka,2018,tumakuru district,557832
Karnataka,2018,udupi district,307757
Karnataka,2018,uttara kannada district,304176
Karnataka,2018,vijayapura district,449169
Karnataka,2018,yadgir district,145675
Karnataka,2019,bagalkote district,863733
Karnataka,2019,ballari district,1418007
Karnataka,2019,belagavi district,2129789
Karnataka,2019,bengaluru rural district,1355577
Karnataka,2019,bengaluru urban district,24097979
Karnataka,2019,bidar district,800560
Karnataka,2019,chamarajanagara district,312768
Karnataka,2019,chikkaballapura district,715651
Karnataka,2019,chikkamagaluru district,522008
Karnataka,2019,chitradurga district,660930
Karnataka,2019,dakshina kannada district,1347090
Karnataka,2019,davanagere district,976434
Karnataka,2019,dharwad district,1479428
Karnataka,2019,gadag district,424047
Karnataka,2019,hassan district,894300
Karnataka,2019,haveri district,519947
Karnataka,2019,kalaburagi district,1159911
Karnataka,2019,kodagu district,268726
Karnataka,2019,kolar district,1041465
Karnataka,2019,koppal district,528558
Karnataka,2019,mandya district,871584
Karnataka,2019,mysuru district,2237284
Karnataka,2019,raichur district,829297
Karnataka,2019,ramanagara district,769754
Karnataka,2019,shivamogga district,918412
Karnataka,2019,tumakuru district,1366138
Karnataka,2019,udupi district,712478
Karnataka,2019,uttara kannada district,665854
Karnataka,2019,vijayapura district,1024367
Karnataka,2019,yadgir district,342676
Karnataka,2020,bagalkote district,1420719
Karnataka,2020,ballari district,2268894
Karnataka,2020,belagavi district,3599637
Karnataka,2020,bengaluru rural district,2089665
Karnataka,2020,bengaluru urban district,33490342
Karnataka,2020,bidar district,1317128
Karnataka,2020,chamarajanagara district,548444
Karnataka,2020,chikkaballapura district,1189847
Karnataka,2020,chikkamagaluru district,906606
Karnataka,2020,chitradurga district,1135383
Karnataka,2020,dakshina kannada district,2333973
Karnataka,2020,davanagere district,1617029
Karnataka,2020,dharwad district,2329313
Karnataka,2020,gadag district,709113
Karnataka,2020,hassan district,1542381
Karnataka,2020,haveri district,912949
Karnataka,2020,kalaburagi district,1926074
Karnataka,2020,kodagu district,479767
Karnataka,2020,kolar district,1710492
Karnataka,2020,koppal district,904203
Karnataka,2020,mandya district,1467342
Karnataka,2020,mysuru district,3540941
Karnataka,2020,raichur district,1358785
Karnataka,2020,ramanagara district,1255594
Karnataka,2020,shivamogga district,1558066
Karnataka,2020,tumakuru district,2341650
Karnataka,2020,udupi district,1192813
Karnataka,2020,uttara kannada district,1090590
Karnataka,2020,vijayapura district,1727433
Karnataka,2020,yadgir district,594905
Karnataka,2021,bagalkote district,1998870
Karnataka,2021,ballari district,3146975
Karnataka,2021,belagavi district,5043621
Karnataka,2021,bengaluru rural district,2845917
Karnataka,2021,bengaluru urban district,43919783
Karnataka,2021,bidar district,1836637
Karnataka,2021,chamarajanagara district,780804
Karnataka,2021,chikkaballapura district,1661259
Karnataka,2021,chikkamagaluru district,1295073
Karnataka,2021,chitradurga district,1610538
Karnataka,2021,dakshina kannada district,3313062
Karnataka,2021,davanagere district,2261141
Karnataka,2021,dharwad district,3170141
Karnataka,2021,gadag district,1001822
Karnataka,2021,hassan district,2190460
Karnataka,2021,haveri district,1315105
Karnataka,2021,kalaburagi district,2686289
Karnataka,2021,kodagu district,680387
Karnataka,2021,kolar district,2378697
Karnataka,2021,koppal district,1288096
Karnataka,2021,mandya district,2042726
Karnataka,2021,mysuru district,4846674
Karnataka,2021,raichur district,1900644
Karnataka,2021,ramanagara district,1732691
Karnataka,2021,shivamogga district,2190913
Karnataka,2021,tumakuru district,3287411
Karnataka,2021,udupi district,1692040
Karnataka,2021,uttara kannada district,1528085
Karnataka,2021,vijayapura district,2425594
Karnataka,2021,yadgir district,849267
Karnataka,2022,bagalkote district,2550764
Karnataka,2022,ballari district,4014443
Karnataka,2022,belagavi district,6378808
Karnataka,2022,bengaluru rural district,3603473
Karnataka,2022,bengaluru urban district,54702637
Karnataka,2022,bidar district,2340444
Karnataka,2022,chamarajanagara district,992569
Karnataka,2022,chikkaballapura district,2113603
Karnataka,2022,chikkamagaluru district,1644399
Karnataka,2022,chitradurga district,2059264
Karnataka,2022,dakshina kannada district,4158447
Karnataka,2022,davanagere district,2863262
Karnataka,2022,dharwad district,3998370
Karnataka,2022,gadag district,1282081
Karnataka,2022,hassan district,2781531
Karnataka,2022,haveri district,1684711
Karnataka,2022,kalaburagi district,3408213
Karnataka,2022,kodagu district,855661
Karnataka,2022,kolar district,3018165
Karnataka,2022,koppal district,1652314
Karnataka,2022,mandya district,2592941
Karnataka,2022,mysuru district,6076708
Karnataka,2022,raichur district,2438381
Karnataka,2022,ramanagara district,2195506
Karnataka,2022,shivamogga district,2775338
Karnataka,2022,tumakuru district,4175030
Karnataka,2022,udupi district,2135344
Karnataka,2022,uttara kannada district,1933998
Karnataka,2022,vijayapura district,3089337
Karnataka,2022,yadgir district,1091746
Karnataka,2023,bagalkote district,2240527
Karnataka,2023,ballari district,3531402
Karnataka,2023,belagavi district,5574802
Karnataka,2023,bengaluru rural district,3157747
Karnataka,2023,bengaluru urban district,47484947
Karnataka,2023,bidar district,2057766
Karnataka,2023,chamarajanagara district,869600
Karnataka,2023,chikkaballapura district,1855225
Karnataka,2023,chikkamagaluru district,1435548
Karnataka,2023,chitradurga district,1807792
Karnataka,2023,dakshina kannada district,3612001
Karnataka,2023,davanagere district,2508394
Karnataka,2023,dharwad district,3494330
Karnataka,2023,gadag district,1127625
Karnataka,2023,hassan district,2434802
Karnataka,2023,haveri district,1483547
Karnataka,2023,kalaburagi district,2983984
Karnataka,2023,kodagu district,741613
Karnataka,2023,kolar district,2647625
Karnataka,2023,koppal district,1454119
Karnataka,2023,mandya district,2272570
Karnataka,2023,mysuru district,5289410
Karnataka,2023,raichur district,2150047
Karnataka,2023,ramanagara district,1923218
Karnataka,2023,shivamogga district,2424207
Karnataka,2023,tumakuru district,3653766
Karnataka,2023,udupi district,1860339
Karnataka,2023,uttara kannada district,1688936
Karnataka,2023,vijayapura district,2710011
Karnataka,2023,yadgir district,962230
Kerala,2018,alappuzha district,258685
Kerala,2018,ernakulam district,976166
Kerala,2018,idukki district,141562
Kerala,2018,kannur district,336017
Kerala,2018,kasaragod district,132663
Kerala,2018,kollam district,281601
Kerala,2018,kottayam district,281317
Kerala,2018,kozhikode district,506262
Kerala,2018,malappuram district,503227
Kerala,2018,palakkad district,332468
Kerala,2018,pathanamthitta district,132564
Kerala,2018,thiruvananthapuram district,539730
Kerala,2018,thrissur district,424601
Kerala,2018,wayanad district,108832
Kerala,2019,alappuzha district,619713
Kerala,2019,ernakulam district,2075433
Kerala,2019,idukki district,333842
Kerala,2019,kannur district,760608
Kerala,2019,kasaragod district,321261
Kerala,2019,kollam district,683968
